t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
2000,0.013,0.034,0.007,0.0005,0.005,0.0005,0.017,0.03,0.028,0.021,0.018,0.027,0.012,0.037,0.005,0.0005,0.008,0.0005,0.019,0.028,0.024,0.025,0.03,0.019,0.025,0.024,0.006,0.0005,0.012,0.031,0.003,0.0005,0.012,0.038,0.006,0.0005,0.021,0.026,0.025,0.024,0.028,0.02,0.024,0.024,0.03,0.019,0.022,0.027,0.008,0.0005,0.027,0.021,0.019,0.03,0.011,0.0005,0.02,0.024,0.015,0.034,0.023,0.024,0.026,0.023,0.006,0.0005,0.004,0.0005,0.024,0.025,0.024,0.024,0.023,0.026,0.007,0.0005,0.028,0.02,0.009,0.0005,0.013,0.032,0.029,0.02,0.027,0.02,0.01,0.0005,0.02,0.027,0.023,0.024,0.023,0.025,0.005,0.0005,0.011,0.0005,0.008,0.0005,0.012,0.037,0.026,0.022,0.01,0.0005,0.025,0.024,0.02,0.03,0.02,0.028,0.016,0.033,0.026,0.023,0.005,0.0005,0.016,0.033,0.003,0.0005,0.007,0.04,0.008,0.0005,0.01,0.031,0.017,0.032,0.021,0.027,0.007,0.0005,0.026,0.022,0.005,0.0005,0.005,0.0005,0.03,0.019,0.016,0.032,0.002,0.0005,0.019,0.03,0.02,0.028,0.006,0.0005,0.021,0.025,0.017,0.03,0.009,0.04,0.025,0.024,0.002,0.044,0.022,0.022,0.023,0.026,0.024,0.024,0.007,0.0005,0.029,0.02,0.009,0.03,0.017,0.032,0.027,0.021,0.017,0.032,0.006,0.0005,0.022,0.025,0.027,0.022,0.022,0.027,0.022,0.027,0.008,0.0005,0.008,0.0005,0.023,0.026,0.006,0.0005,0.02,0.029
2200,0.014,0.03,0.007,0.0005,0.004,0.0005,0.022,0.027,0.025,0.024,0.022,0.027,0.016,0.034,0.005,0.0005,0.005,0.0005,0.019,0.029,0.023,0.025,0.027,0.022,0.022,0.026,0.004,0.0005,0.017,0.029,0.002,0.0005,0.009,0.04,0.006,0.0005,0.025,0.024,0.021,0.025,0.025,0.024,0.023,0.025,0.025,0.023,0.022,0.027,0.005,0.0005,0.027,0.022,0.019,0.029,0.011,0.0005,0.027,0.022,0.018,0.031,0.023,0.026,0.028,0.021,0.005,0.0005,0.003,0.0005,0.023,0.025,0.028,0.02,0.023,0.024,0.004,0.0005,0.022,0.025,0.008,0.0005,0.017,0.03,0.028,0.02,0.022,0.027,0.006,0.0005,0.021,0.023,0.029,0.02,0.02,0.029,0.004,0.0005,0.01,0.0005,0.007,0.0005,0.015,0.034,0.026,0.022,0.011,0.037,0.02,0.028,0.019,0.028,0.019,0.03,0.018,0.028,0.025,0.023,0.004,0.0005,0.017,0.032,0.003,0.0005,0.01,0.037,0.007,0.0005,0.018,0.031,0.021,0.028,0.026,0.024,0.007,0.0005,0.025,0.024,0.005,0.0005,0.005,0.0005,0.028,0.019,0.02,0.029,0,0.0005,0.017,0.028,0.024,0.025,0.004,0.0005,0.025,0.024,0.023,0.026,0.009,0.037,0.024,0.024,0.007,0.042,0.017,0.022,0.024,0.025,0.025,0.024,0.006,0.0005,0.027,0.022,0.022,0.027,0.02,0.029,0.026,0.023,0.019,0.03,0.004,0.0005,0.022,0.024,0.028,0.02,0.027,0.022,0.023,0.025,0.006,0.0005,0.008,0.0005,0.022,0.026,0.004,0.0005,0.022,0.027
2400,0.023,0.026,0.005,0.0005,0.004,0.042,0.022,0.023,0.026,0.022,0.023,0.026,0.016,0.028,0.004,0.0005,0.003,0.0005,0.02,0.029,0.027,0.022,0.028,0.021,0.017,0.031,0.003,0.0005,0.019,0.03,0.001,0.0005,0.016,0.034,0.004,0.0005,0.025,0.024,0.02,0.027,0.027,0.022,0.024,0.025,0.022,0.026,0.02,0.029,0.004,0.0005,0.028,0.021,0.024,0.024,0.008,0.0005,0.026,0.021,0.016,0.032,0.024,0.024,0.024,0.023,0.005,0.044,0.001,0.0005,0.024,0.024,0.027,0.021,0.021,0.026,0.004,0.0005,0.025,0.023,0.007,0.0005,0.02,0.029,0.027,0.019,0.025,0.024,0.005,0.0005,0.028,0.021,0.029,0.02,0.022,0.027,0.003,0.0005,0.009,0.0005,0.005,0.0005,0.017,0.031,0.032,0.015,0.014,0.035,0.019,0.027,0.025,0.024,0.021,0.027,0.022,0.027,0.027,0.021,0.004,0.0005,0.017,0.031,0.003,0.0005,0.015,0.033,0.006,0.0005,0.021,0.028,0.02,0.029,0.023,0.025,0.006,0.0005,0.019,0.024,0.003,0.0005,0.005,0.0005,0.021,0.019,0.017,0.032,0,0.0005,0.022,0.027,0.024,0.026,0.004,0.0005,0.024,0.022,0.024,0.025,0.012,0.034,0.027,0.021,0.007,0.039,0.017,0.029,0.023,0.025,0.024,0.025,0.006,0.0005,0.023,0.025,0.019,0.03,0.018,0.031,0.026,0.023,0.018,0.031,0.003,0.0005,0.023,0.024,0.024,0.023,0.025,0.02,0.023,0.024,0.005,0.0005,0.006,0.0005,0.018,0.03,0.002,0.0005,0.021,0.026
2600,0.025,0.024,0.002,0.0005,0.004,0.039,0.031,0.018,0.026,0.023,0.023,0.026,0.019,0.029,0.003,0.0005,0.002,0.0005,0.018,0.028,0.027,0.019,0.026,0.022,0.019,0.03,0.002,0.0005,0.02,0.029,0.001,0.0005,0.016,0.031,0.003,0.0005,0.023,0.025,0.022,0.027,0.03,0.019,0.021,0.028,0.022,0.026,0.019,0.029,0.004,0.044,0.023,0.025,0.027,0.022,0.006,0.0005,0.023,0.026,0.017,0.031,0.025,0.022,0.021,0.027,0.005,0.04,0.001,0.0005,0.024,0.024,0.025,0.018,0.024,0.024,0.003,0.0005,0.024,0.025,0.005,0.0005,0.02,0.027,0.021,0.028,0.026,0.021,0.004,0.0005,0.029,0.02,0.03,0.019,0.028,0.021,0.003,0.0005,0.009,0.0005,0.005,0.0005,0.022,0.027,0.026,0.022,0.014,0.035,0.017,0.03,0.023,0.025,0.022,0.027,0.021,0.028,0.022,0.024,0.004,0.0005,0.017,0.031,0.002,0.0005,0.016,0.031,0.005,0.0005,0.02,0.026,0.02,0.024,0.019,0.029,0.006,0.0005,0.02,0.028,0.003,0.0005,0.004,0.0005,0.024,0.021,0.018,0.031,0,0.0005,0.021,0.027,0.025,0.024,0.004,0.0005,0.027,0.022,0.022,0.027,0.015,0.033,0.023,0.026,0.012,0.037,0.02,0.027,0.025,0.022,0.025,0.023,0.005,0.0005,0.025,0.023,0.023,0.025,0.023,0.026,0.029,0.019,0.016,0.033,0.002,0.0005,0.021,0.023,0.022,0.026,0.023,0.025,0.022,0.027,0.004,0.0005,0.005,0.0005,0.02,0.029,0.001,0.0005,0.022,0.027
2800,0.021,0.027,0.002,0.0005,0.011,0.035,0.027,0.022,0.024,0.023,0.024,0.025,0.019,0.029,0.002,0.0005,0.002,0.0005,0.018,0.03,0.027,0.022,0.023,0.026,0.02,0.028,0.002,0.0005,0.016,0.033,0.001,0.0005,0.017,0.029,0.002,0.0005,0.027,0.023,0.023,0.025,0.02,0.029,0.02,0.029,0.023,0.025,0.023,0.026,0.007,0.037,0.024,0.025,0.026,0.023,0.006,0.0005,0.025,0.024,0.018,0.031,0.025,0.024,0.019,0.03,0.015,0.034,0.001,0.0005,0.025,0.023,0.024,0.022,0.027,0.022,0.003,0.0005,0.024,0.024,0.005,0.0005,0.02,0.029,0.021,0.028,0.025,0.021,0.003,0.0005,0.028,0.021,0.029,0.02,0.026,0.02,0.003,0.0005,0.008,0.0005,0.004,0.0005,0.02,0.027,0.026,0.023,0.016,0.033,0.021,0.026,0.021,0.025,0.025,0.022,0.02,0.027,0.021,0.028,0.003,0.0005,0.018,0.029,0.002,0.046,0.016,0.028,0.004,0.044,0.021,0.028,0.03,0.019,0.021,0.025,0.005,0.044,0.021,0.025,0.001,0.0005,0.003,0.0005,0.028,0.021,0.016,0.034,0,0.0005,0.02,0.029,0.024,0.025,0.003,0.0005,0.025,0.024,0.022,0.026,0.015,0.033,0.022,0.026,0.013,0.036,0.022,0.027,0.021,0.027,0.027,0.021,0.005,0.0005,0.025,0.022,0.026,0.023,0.025,0.024,0.027,0.022,0.016,0.031,0.002,0.0005,0.019,0.03,0.025,0.024,0.023,0.026,0.024,0.025,0.003,0.0005,0.004,0.0005,0.021,0.028,0,0.0005,0.023,0.025
3000,0.02,0.027,0.002,0.045,0.02,0.029,0.027,0.021,0.023,0.026,0.022,0.026,0.022,0.027,0.001,0.0005,0.001,0.0005,0.018,0.028,0.027,0.022,0.022,0.025,0.023,0.026,0.002,0.0005,0.019,0.029,0.001,0.0005,0.017,0.032,0.001,0.0005,0.024,0.025,0.022,0.027,0.021,0.028,0.018,0.027,0.019,0.03,0.024,0.023,0.014,0.036,0.024,0.025,0.027,0.022,0.005,0.044,0.025,0.023,0.02,0.028,0.026,0.022,0.023,0.026,0.013,0.033,0.001,0.0005,0.024,0.023,0.025,0.024,0.023,0.026,0.002,0.0005,0.023,0.026,0.005,0.041,0.022,0.027,0.023,0.026,0.022,0.027,0.003,0.0005,0.024,0.023,0.029,0.018,0.026,0.02,0.003,0.0005,0.008,0.04,0.004,0.0005,0.018,0.031,0.026,0.021,0.016,0.033,0.022,0.025,0.026,0.023,0.03,0.018,0.023,0.025,0.025,0.024,0.002,0.0005,0.023,0.026,0.006,0.043,0.019,0.03,0.004,0.04,0.02,0.028,0.024,0.025,0.022,0.027,0.009,0.04,0.023,0.025,0.001,0.0005,0.002,0.0005,0.028,0.02,0.016,0.03,0,0.0005,0.022,0.025,0.026,0.023,0.003,0.0005,0.029,0.02,0.024,0.023,0.016,0.033,0.021,0.027,0.013,0.034,0.025,0.024,0.027,0.023,0.025,0.023,0.003,0.0005,0.026,0.021,0.03,0.018,0.03,0.019,0.027,0.021,0.016,0.028,0.002,0.0005,0.018,0.03,0.024,0.025,0.021,0.028,0.027,0.022,0.002,0.0005,0.003,0.0005,0.019,0.027,0,0.0005,0.019,0.03
3200,0.018,0.029,0.002,0.043,0.019,0.029,0.02,0.029,0.021,0.026,0.024,0.025,0.019,0.03,0.001,0.0005,0.001,0.0005,0.022,0.027,0.029,0.02,0.018,0.03,0.026,0.022,0.001,0.0005,0.024,0.025,0,0.0005,0.016,0.033,0.001,0.046,0.026,0.023,0.024,0.025,0.025,0.023,0.023,0.025,0.02,0.029,0.022,0.026,0.014,0.034,0.023,0.025,0.027,0.022,0.01,0.04,0.03,0.019,0.02,0.028,0.023,0.025,0.023,0.023,0.016,0.033,0.001,0.0005,0.027,0.022,0.022,0.027,0.024,0.025,0.002,0.0005,0.022,0.026,0.005,0.037,0.023,0.026,0.019,0.029,0.023,0.026,0.003,0.0005,0.027,0.022,0.021,0.028,0.028,0.021,0.002,0.0005,0.008,0.034,0.002,0.0005,0.021,0.028,0.026,0.018,0.017,0.031,0.028,0.021,0.022,0.024,0.028,0.017,0.024,0.025,0.022,0.025,0.002,0.0005,0.025,0.023,0.006,0.04,0.027,0.022,0.015,0.033,0.023,0.025,0.024,0.021,0.023,0.026,0.012,0.034,0.026,0.023,0.001,0.0005,0.002,0.0005,0.029,0.02,0.017,0.032,0,0.0005,0.023,0.023,0.023,0.026,0.003,0.0005,0.024,0.02,0.026,0.022,0.017,0.032,0.021,0.026,0.018,0.03,0.024,0.023,0.027,0.021,0.027,0.022,0.002,0.0005,0.023,0.026,0.031,0.018,0.032,0.016,0.024,0.021,0.018,0.031,0.002,0.0005,0.021,0.028,0.024,0.025,0.026,0.022,0.024,0.025,0.002,0.0005,0.002,0.0005,0.028,0.021,0,0.05,0.021,0.027
3400,0.017,0.03,0.002,0.041,0.02,0.029,0.018,0.029,0.023,0.024,0.02,0.027,0.019,0.03,0.001,0.0005,0,0.0005,0.022,0.027,0.028,0.021,0.018,0.03,0.025,0.023,0.001,0.0005,0.017,0.027,0,0.05,0.013,0.035,0.001,0.046,0.025,0.024,0.024,0.025,0.023,0.026,0.02,0.028,0.022,0.027,0.021,0.028,0.015,0.034,0.025,0.022,0.026,0.02,0.015,0.033,0.024,0.024,0.026,0.022,0.018,0.029,0.029,0.02,0.02,0.026,0,0.0005,0.021,0.025,0.022,0.026,0.025,0.024,0.001,0.0005,0.02,0.029,0.014,0.032,0.022,0.026,0.023,0.026,0.022,0.025,0.003,0.0005,0.027,0.022,0.021,0.027,0.028,0.021,0.002,0.0005,0.018,0.031,0.002,0.044,0.02,0.029,0.028,0.021,0.026,0.023,0.024,0.025,0.025,0.024,0.025,0.022,0.02,0.029,0.021,0.027,0.002,0.0005,0.026,0.021,0.014,0.036,0.024,0.022,0.019,0.029,0.023,0.026,0.025,0.024,0.025,0.023,0.018,0.031,0.024,0.025,0.001,0.0005,0.002,0.0005,0.031,0.018,0.019,0.029,0,0.0005,0.025,0.024,0.024,0.026,0.003,0.0005,0.023,0.026,0.023,0.024,0.021,0.028,0.02,0.029,0.02,0.029,0.022,0.025,0.025,0.024,0.027,0.022,0.002,0.0005,0.023,0.024,0.026,0.019,0.031,0.018,0.021,0.027,0.018,0.03,0.002,0.0005,0.021,0.025,0.021,0.027,0.028,0.021,0.023,0.024,0.001,0.0005,0.002,0.0005,0.026,0.022,0,0.05,0.029,0.02
3600,0.023,0.026,0.002,0.039,0.023,0.026,0.02,0.029,0.023,0.026,0.025,0.024,0.019,0.029,0.001,0.0005,0,0.0005,0.019,0.028,0.028,0.019,0.021,0.028,0.023,0.023,0.001,0.0005,0.011,0.038,0,0.05,0.014,0.035,0.007,0.043,0.022,0.027,0.022,0.027,0.024,0.022,0.018,0.029,0.023,0.025,0.024,0.025,0.016,0.031,0.026,0.023,0.023,0.025,0.018,0.031,0.023,0.026,0.029,0.019,0.022,0.028,0.032,0.016,0.024,0.025,0,0.05,0.024,0.025,0.018,0.03,0.026,0.023,0.001,0.0005,0.016,0.033,0.018,0.031,0.022,0.027,0.019,0.027,0.023,0.026,0.003,0.0005,0.022,0.025,0.017,0.032,0.03,0.019,0.002,0.0005,0.019,0.031,0.002,0.043,0.022,0.026,0.03,0.019,0.024,0.023,0.022,0.025,0.026,0.021,0.024,0.025,0.024,0.024,0.021,0.027,0.002,0.0005,0.03,0.019,0.013,0.036,0.021,0.028,0.022,0.027,0.022,0.027,0.021,0.024,0.022,0.026,0.018,0.03,0.021,0.025,0.001,0.0005,0.001,0.0005,0.029,0.019,0.018,0.031,0,0.0005,0.027,0.019,0.025,0.023,0.003,0.0005,0.022,0.027,0.026,0.023,0.021,0.026,0.022,0.027,0.019,0.023,0.023,0.026,0.026,0.023,0.028,0.021,0.002,0.0005,0.025,0.024,0.021,0.027,0.026,0.019,0.021,0.019,0.019,0.03,0.002,0.0005,0.021,0.027,0.025,0.023,0.021,0.028,0.023,0.026,0.001,0.0005,0.001,0.0005,0.027,0.022,0,0.05,0.025,0.024
3800,0.018,0.031,0.011,0.037,0.021,0.028,0.02,0.028,0.024,0.024,0.026,0.023,0.026,0.023,0.001,0.0005,0,0.0005,0.022,0.025,0.026,0.019,0.021,0.025,0.022,0.025,0.001,0.044,0.012,0.036,0,0.05,0.015,0.034,0.011,0.038,0.023,0.025,0.024,0.022,0.021,0.028,0.021,0.026,0.023,0.026,0.027,0.022,0.017,0.031,0.027,0.021,0.02,0.028,0.023,0.026,0.023,0.025,0.026,0.023,0.025,0.024,0.027,0.016,0.022,0.026,0,0.05,0.021,0.028,0.021,0.027,0.029,0.02,0.001,0.0005,0.018,0.031,0.021,0.026,0.025,0.024,0.022,0.022,0.025,0.023,0.003,0.045,0.021,0.028,0.019,0.029,0.023,0.021,0.002,0.0005,0.017,0.028,0.002,0.038,0.023,0.026,0.024,0.024,0.018,0.029,0.021,0.028,0.024,0.025,0.027,0.022,0.023,0.026,0.02,0.027,0.001,0.0005,0.026,0.023,0.014,0.034,0.028,0.021,0.022,0.024,0.016,0.027,0.019,0.028,0.023,0.025,0.018,0.031,0.025,0.024,0.001,0.048,0.001,0.0005,0.027,0.021,0.02,0.027,0,0.0005,0.026,0.022,0.023,0.023,0.002,0.0005,0.025,0.024,0.027,0.022,0.023,0.022,0.017,0.03,0.025,0.024,0.023,0.026,0.021,0.025,0.023,0.026,0.002,0.0005,0.022,0.027,0.022,0.025,0.022,0.027,0.029,0.018,0.017,0.03,0.002,0.0005,0.02,0.029,0.027,0.021,0.021,0.026,0.021,0.025,0.001,0.0005,0,0.0005,0.023,0.026,0,0.05,0.025,0.02
4000,0.018,0.031,0.011,0.038,0.022,0.025,0.022,0.027,0.022,0.026,0.019,0.03,0.023,0.026,0.001,0.0005,0,0.0005,0.024,0.024,0.025,0.024,0.021,0.027,0.027,0.022,0.001,0.043,0.012,0.027,0,0.05,0.014,0.031,0.015,0.032,0.023,0.025,0.023,0.022,0.02,0.026,0.021,0.026,0.026,0.023,0.023,0.026,0.021,0.028,0.028,0.021,0.022,0.027,0.021,0.028,0.02,0.029,0.025,0.022,0.024,0.023,0.025,0.024,0.023,0.024,0,0.05,0.018,0.031,0.019,0.027,0.029,0.02,0.001,0.0005,0.016,0.032,0.024,0.024,0.021,0.028,0.027,0.021,0.026,0.023,0.003,0.039,0.023,0.025,0.022,0.022,0.024,0.024,0.002,0.0005,0.017,0.031,0.002,0.037,0.024,0.025,0.028,0.021,0.02,0.027,0.02,0.027,0.02,0.028,0.027,0.022,0.02,0.029,0.023,0.026,0.001,0.0005,0.025,0.024,0.014,0.032,0.026,0.023,0.021,0.028,0.016,0.029,0.02,0.029,0.026,0.022,0.016,0.03,0.025,0.024,0.002,0.044,0.001,0.0005,0.03,0.019,0.023,0.025,0,0.0005,0.024,0.02,0.022,0.027,0.002,0.0005,0.021,0.028,0.027,0.021,0.027,0.021,0.019,0.027,0.026,0.021,0.024,0.025,0.027,0.022,0.024,0.024,0.002,0.0005,0.021,0.028,0.021,0.026,0.023,0.026,0.029,0.02,0.017,0.026,0.002,0.0005,0.019,0.028,0.023,0.022,0.02,0.027,0.027,0.021,0,0.0005,0,0.0005,0.018,0.028,0,0.05,0.024,0.025
4200,0.014,0.033,0.011,0.036,0.02,0.029,0.019,0.03,0.018,0.029,0.026,0.023,0.022,0.027,0.001,0.0005,0,0.0005,0.025,0.023,0.027,0.022,0.024,0.021,0.026,0.023,0.001,0.043,0.028,0.021,0,0.05,0.02,0.029,0.017,0.029,0.02,0.029,0.025,0.024,0.024,0.025,0.026,0.019,0.031,0.018,0.024,0.025,0.024,0.025,0.027,0.02,0.019,0.03,0.021,0.028,0.021,0.027,0.021,0.026,0.024,0.025,0.025,0.019,0.024,0.023,0,0.05,0.015,0.031,0.022,0.027,0.025,0.019,0.001,0.0005,0.018,0.03,0.021,0.027,0.021,0.026,0.025,0.024,0.025,0.023,0.003,0.039,0.02,0.028,0.024,0.024,0.019,0.03,0.002,0.0005,0.021,0.028,0.002,0.037,0.03,0.018,0.025,0.023,0.021,0.028,0.022,0.027,0.019,0.031,0.025,0.024,0.019,0.03,0.021,0.024,0.001,0.0005,0.024,0.025,0.021,0.028,0.029,0.02,0.023,0.026,0.022,0.025,0.018,0.028,0.028,0.019,0.019,0.029,0.025,0.023,0.002,0.043,0.001,0.0005,0.023,0.026,0.027,0.022,0,0.0005,0.023,0.026,0.019,0.029,0.002,0.0005,0.021,0.028,0.028,0.021,0.025,0.024,0.018,0.028,0.029,0.019,0.029,0.02,0.022,0.027,0.022,0.024,0.002,0.0005,0.018,0.03,0.021,0.026,0.019,0.03,0.023,0.02,0.021,0.028,0.002,0.0005,0.019,0.029,0.025,0.022,0.027,0.021,0.027,0.021,0,0.0005,0,0.0005,0.022,0.027,0,0.05,0.023,0.022
4400,0.014,0.034,0.016,0.033,0.021,0.028,0.021,0.028,0.021,0.028,0.027,0.022,0.019,0.026,0,0.0005,0,0.0005,0.023,0.024,0.025,0.024,0.023,0.026,0.024,0.022,0.001,0.041,0.026,0.023,0,0.05,0.024,0.025,0.017,0.032,0.021,0.028,0.025,0.024,0.019,0.027,0.03,0.018,0.026,0.023,0.023,0.026,0.018,0.028,0.021,0.027,0.02,0.027,0.021,0.028,0.02,0.029,0.016,0.03,0.023,0.025,0.032,0.017,0.026,0.023,0,0.05,0.019,0.03,0.023,0.026,0.022,0.027,0.001,0.0005,0.023,0.025,0.024,0.025,0.021,0.028,0.019,0.028,0.026,0.022,0.011,0.038,0.025,0.024,0.021,0.028,0.022,0.027,0.002,0.0005,0.02,0.028,0.002,0.036,0.032,0.017,0.025,0.024,0.019,0.031,0.02,0.028,0.022,0.027,0.025,0.023,0.02,0.028,0.018,0.031,0.001,0.0005,0.023,0.026,0.022,0.026,0.024,0.025,0.02,0.028,0.026,0.023,0.02,0.029,0.027,0.021,0.019,0.03,0.023,0.025,0.002,0.043,0,0.0005,0.026,0.022,0.03,0.017,0,0.0005,0.018,0.031,0.014,0.034,0.002,0.0005,0.024,0.025,0.026,0.023,0.025,0.023,0.018,0.024,0.026,0.022,0.028,0.018,0.024,0.025,0.025,0.024,0.002,0.046,0.019,0.03,0.026,0.023,0.024,0.025,0.024,0.024,0.018,0.031,0.001,0.0005,0.022,0.026,0.024,0.025,0.03,0.018,0.024,0.021,0,0.0005,0,0.0005,0.022,0.027,0,0.05,0.026,0.022
4600,0.015,0.033,0.016,0.028,0.019,0.029,0.023,0.026,0.022,0.027,0.022,0.026,0.02,0.028,0,0.0005,0,0.0005,0.022,0.027,0.022,0.027,0.023,0.023,0.02,0.029,0.009,0.035,0.025,0.024,0,0.05,0.028,0.021,0.02,0.028,0.02,0.029,0.024,0.022,0.021,0.028,0.028,0.017,0.024,0.023,0.025,0.024,0.022,0.025,0.027,0.022,0.022,0.022,0.022,0.027,0.019,0.023,0.022,0.027,0.022,0.026,0.024,0.017,0.018,0.023,0,0.05,0.018,0.031,0.02,0.028,0.025,0.024,0.001,0.0005,0.023,0.026,0.02,0.027,0.017,0.031,0.019,0.03,0.026,0.023,0.017,0.032,0.024,0.025,0.022,0.027,0.024,0.025,0.002,0.0005,0.02,0.027,0.002,0.033,0.028,0.019,0.023,0.026,0.019,0.028,0.016,0.028,0.022,0.026,0.024,0.023,0.024,0.025,0.023,0.026,0.001,0.0005,0.019,0.029,0.022,0.025,0.025,0.024,0.022,0.027,0.026,0.023,0.02,0.029,0.018,0.029,0.024,0.025,0.024,0.021,0.002,0.041,0,0.0005,0.024,0.023,0.026,0.023,0,0.0005,0.025,0.024,0.014,0.033,0.002,0.0005,0.024,0.025,0.027,0.022,0.024,0.023,0.029,0.02,0.021,0.028,0.028,0.021,0.027,0.022,0.024,0.023,0.005,0.044,0.018,0.029,0.026,0.023,0.022,0.025,0.022,0.026,0.017,0.032,0.001,0.0005,0.022,0.027,0.024,0.025,0.031,0.018,0.024,0.025,0,0.0005,0,0.0005,0.024,0.024,0,0.05,0.025,0.024
4800,0.016,0.031,0.016,0.021,0.019,0.026,0.022,0.023,0.022,0.027,0.022,0.026,0.019,0.03,0,0.0005,0,0.0005,0.022,0.026,0.021,0.028,0.023,0.026,0.017,0.032,0.014,0.035,0.022,0.022,0,0.05,0.032,0.017,0.026,0.023,0.019,0.03,0.028,0.019,0.019,0.03,0.027,0.022,0.026,0.023,0.021,0.028,0.018,0.031,0.028,0.021,0.026,0.023,0.023,0.025,0.027,0.022,0.022,0.027,0.023,0.026,0.025,0.024,0.017,0.029,0,0.05,0.02,0.029,0.021,0.027,0.025,0.022,0.001,0.0005,0.026,0.023,0.02,0.028,0.02,0.029,0.019,0.028,0.025,0.022,0.017,0.026,0.026,0.023,0.024,0.025,0.023,0.026,0.002,0.0005,0.022,0.027,0.016,0.031,0.026,0.022,0.019,0.03,0.02,0.028,0.016,0.026,0.024,0.025,0.028,0.021,0.021,0.028,0.023,0.024,0.001,0.0005,0.019,0.025,0.022,0.027,0.023,0.027,0.022,0.025,0.027,0.022,0.025,0.024,0.017,0.032,0.024,0.022,0.029,0.02,0.01,0.038,0,0.0005,0.022,0.025,0.025,0.024,0,0.0005,0.024,0.024,0.018,0.031,0.002,0.0005,0.025,0.024,0.025,0.024,0.021,0.028,0.027,0.021,0.021,0.027,0.025,0.021,0.024,0.023,0.025,0.024,0.012,0.037,0.019,0.028,0.025,0.023,0.023,0.024,0.021,0.028,0.016,0.033,0,0.0005,0.022,0.025,0.02,0.029,0.033,0.016,0.026,0.019,0,0.0005,0,0.0005,0.029,0.02,0,0.05,0.023,0.023
5000,0.018,0.031,0.027,0.022,0.024,0.023,0.02,0.028,0.022,0.028,0.025,0.024,0.021,0.028,0,0.05,0,0.0005,0.028,0.021,0.02,0.027,0.027,0.022,0.018,0.03,0.016,0.032,0.025,0.024,0,0.05,0.031,0.018,0.025,0.021,0.022,0.027,0.026,0.023,0.02,0.027,0.026,0.021,0.02,0.029,0.021,0.026,0.022,0.026,0.028,0.02,0.029,0.019,0.022,0.027,0.025,0.023,0.02,0.029,0.026,0.023,0.028,0.021,0.02,0.028,0,0.05,0.021,0.027,0.022,0.027,0.026,0.023,0.001,0.0005,0.022,0.026,0.02,0.025,0.024,0.025,0.025,0.023,0.032,0.017,0.027,0.022,0.025,0.019,0.028,0.021,0.025,0.022,0.002,0.0005,0.021,0.027,0.02,0.028,0.018,0.031,0.021,0.028,0.018,0.031,0.026,0.023,0.02,0.029,0.024,0.025,0.021,0.027,0.028,0.02,0.001,0.0005,0.025,0.022,0.021,0.022,0.021,0.027,0.022,0.021,0.027,0.022,0.021,0.027,0.022,0.027,0.022,0.025,0.027,0.021,0.016,0.032,0,0.0005,0.021,0.027,0.025,0.022,0,0.0005,0.025,0.024,0.017,0.032,0.002,0.045,0.022,0.026,0.028,0.02,0.022,0.026,0.024,0.024,0.022,0.024,0.025,0.023,0.025,0.024,0.028,0.021,0.014,0.035,0.017,0.032,0.023,0.026,0.019,0.03,0.024,0.025,0.02,0.03,0,0.0005,0.023,0.026,0.022,0.024,0.031,0.018,0.031,0.018,0,0.0005,0,0.0005,0.024,0.025,0,0.05,0.021,0.028
