t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
4200,0.035,0.036,0.037,0.037,0.035,0.039,0.031,0.043,0.041,0.033,0.038,0.036,0.034,0.038,0.031,0.042,0.035,0.039,0.029,0.043,0.035,0.039,0.033,0.04,0.039,0.035,0.038,0.033,0.042,0.032,0.029,0.043,0.03,0.042,0.034,0.04,0.032,0.042,0.031,0.04,0.028,0.046,0.034,0.035,0.039,0.035,0.034,0.04,0.041,0.033,0.037,0.037,0.031,0.042,0.034,0.039,0.035,0.037,0.04,0.034,0.037,0.036,0.033,0.041,0.038,0.035,0.04,0.032,0.036,0.038,0.034,0.04,0.044,0.026,0.024,0.05,0.036,0.038,0.031,0.043,0.035,0.036,0.035,0.039,0.035,0.038,0.042,0.032,0.042,0.031,0.027,0.046,0.047,0.027,0.037,0.037,0.033,0.041,0.036,0.038,0.035,0.038,0.041,0.033,0.036,0.038,0.038,0.036,0.033,0.041,0.031,0.043,0.035,0.039,0.03,0.044,0.039,0.034,0.038,0.036,0.031,0.041,0.025,0.049,0.037,0.035,0.036,0.038,0.036,0.038,0.035,0.039,0.035,0.038,0.037,0.037,0.035,0.038,0.039,0.035,0.035,0.038,0.029,0.045,0.041,0.033,0.039,0.035,0.039,0.031,0.036,0.037,0.027,0.047,0.036,0.037,0.031,0.042,0.035,0.039,0.03,0.044,0.033,0.038,0.037,0.035,0.04,0.033,0.035,0.037,0.039,0.035,0.029,0.039,0.037,0.037,0.039,0.032,0.035,0.039,0.04,0.031,0.041,0.032,0.041,0.033,0.032,0.038,0.033,0.041,0.038,0.035,0.036,0.038,0.033,0.04,0.032,0.042,0.033,0.042
4300,0.032,0.039,0.035,0.038,0.034,0.04,0.03,0.043,0.038,0.033,0.037,0.037,0.037,0.037,0.035,0.036,0.034,0.037,0.032,0.042,0.032,0.042,0.038,0.035,0.035,0.035,0.04,0.034,0.039,0.035,0.029,0.04,0.027,0.046,0.036,0.037,0.032,0.038,0.03,0.043,0.028,0.044,0.032,0.041,0.032,0.039,0.034,0.04,0.042,0.032,0.037,0.035,0.028,0.046,0.033,0.041,0.034,0.039,0.039,0.034,0.031,0.043,0.034,0.04,0.037,0.036,0.037,0.036,0.036,0.038,0.033,0.041,0.044,0.029,0.024,0.046,0.034,0.038,0.033,0.039,0.033,0.036,0.03,0.04,0.042,0.031,0.041,0.033,0.043,0.031,0.028,0.045,0.044,0.03,0.036,0.032,0.036,0.038,0.035,0.039,0.034,0.04,0.041,0.033,0.037,0.037,0.039,0.035,0.034,0.04,0.026,0.048,0.035,0.037,0.03,0.044,0.036,0.035,0.037,0.036,0.033,0.04,0.027,0.045,0.036,0.037,0.034,0.04,0.038,0.036,0.035,0.039,0.037,0.037,0.037,0.037,0.033,0.041,0.038,0.036,0.033,0.041,0.027,0.045,0.039,0.035,0.037,0.035,0.038,0.033,0.035,0.034,0.029,0.045,0.035,0.037,0.032,0.041,0.038,0.035,0.032,0.042,0.029,0.042,0.037,0.036,0.039,0.035,0.031,0.037,0.037,0.035,0.034,0.04,0.037,0.037,0.038,0.036,0.038,0.036,0.034,0.031,0.037,0.037,0.041,0.031,0.027,0.047,0.03,0.042,0.036,0.035,0.035,0.039,0.03,0.042,0.032,0.042,0.034,0.04
4400,0.04,0.034,0.034,0.038,0.034,0.04,0.028,0.046,0.038,0.036,0.035,0.039,0.032,0.041,0.04,0.034,0.035,0.037,0.032,0.04,0.032,0.042,0.037,0.037,0.032,0.039,0.04,0.033,0.037,0.036,0.032,0.042,0.028,0.046,0.038,0.036,0.034,0.039,0.033,0.038,0.03,0.044,0.029,0.045,0.029,0.045,0.032,0.042,0.044,0.03,0.04,0.032,0.034,0.041,0.03,0.044,0.033,0.041,0.04,0.034,0.033,0.041,0.034,0.038,0.038,0.036,0.037,0.036,0.037,0.036,0.033,0.036,0.046,0.028,0.028,0.044,0.036,0.037,0.031,0.042,0.029,0.044,0.029,0.042,0.04,0.034,0.039,0.034,0.039,0.035,0.028,0.042,0.045,0.027,0.037,0.035,0.035,0.039,0.038,0.036,0.031,0.041,0.039,0.033,0.034,0.038,0.04,0.034,0.039,0.035,0.028,0.046,0.037,0.035,0.03,0.043,0.039,0.035,0.037,0.037,0.032,0.036,0.03,0.043,0.035,0.039,0.032,0.039,0.039,0.034,0.035,0.038,0.033,0.04,0.036,0.037,0.035,0.038,0.034,0.039,0.034,0.04,0.03,0.042,0.038,0.036,0.033,0.038,0.038,0.034,0.039,0.035,0.03,0.043,0.033,0.041,0.033,0.037,0.041,0.033,0.032,0.039,0.025,0.05,0.035,0.039,0.036,0.038,0.026,0.048,0.038,0.035,0.031,0.04,0.035,0.039,0.035,0.038,0.037,0.037,0.033,0.041,0.036,0.037,0.039,0.034,0.027,0.047,0.031,0.043,0.034,0.038,0.035,0.039,0.031,0.043,0.035,0.039,0.033,0.041
4500,0.04,0.03,0.036,0.037,0.038,0.036,0.025,0.047,0.04,0.033,0.037,0.037,0.028,0.046,0.036,0.038,0.034,0.037,0.035,0.036,0.034,0.04,0.037,0.033,0.035,0.038,0.038,0.034,0.036,0.036,0.031,0.042,0.029,0.043,0.037,0.037,0.031,0.043,0.033,0.041,0.03,0.044,0.03,0.044,0.029,0.045,0.033,0.041,0.04,0.031,0.041,0.033,0.034,0.038,0.03,0.043,0.031,0.041,0.036,0.034,0.03,0.044,0.037,0.036,0.036,0.035,0.036,0.037,0.034,0.039,0.036,0.037,0.043,0.027,0.028,0.045,0.037,0.037,0.033,0.041,0.028,0.046,0.034,0.04,0.04,0.034,0.04,0.034,0.034,0.035,0.032,0.04,0.043,0.03,0.035,0.038,0.03,0.038,0.037,0.036,0.036,0.038,0.038,0.036,0.031,0.042,0.036,0.037,0.031,0.042,0.028,0.044,0.033,0.038,0.032,0.04,0.039,0.035,0.037,0.037,0.037,0.036,0.031,0.042,0.033,0.039,0.038,0.036,0.037,0.037,0.04,0.033,0.035,0.039,0.035,0.037,0.035,0.038,0.033,0.041,0.033,0.04,0.031,0.042,0.037,0.034,0.032,0.04,0.035,0.034,0.043,0.031,0.035,0.039,0.032,0.042,0.042,0.032,0.041,0.033,0.034,0.04,0.025,0.047,0.034,0.04,0.036,0.037,0.026,0.047,0.036,0.038,0.031,0.04,0.037,0.036,0.036,0.038,0.036,0.038,0.033,0.041,0.034,0.038,0.039,0.035,0.028,0.046,0.031,0.043,0.034,0.04,0.035,0.039,0.034,0.04,0.033,0.04,0.03,0.044
4600,0.044,0.029,0.04,0.034,0.039,0.034,0.025,0.044,0.036,0.036,0.036,0.038,0.029,0.045,0.038,0.035,0.033,0.039,0.039,0.035,0.033,0.041,0.041,0.033,0.035,0.039,0.036,0.037,0.037,0.037,0.031,0.043,0.028,0.045,0.035,0.038,0.032,0.041,0.035,0.039,0.029,0.044,0.034,0.039,0.028,0.046,0.033,0.041,0.044,0.03,0.037,0.037,0.034,0.037,0.03,0.043,0.031,0.037,0.036,0.034,0.026,0.046,0.038,0.036,0.033,0.04,0.038,0.036,0.032,0.039,0.038,0.036,0.047,0.026,0.026,0.048,0.038,0.036,0.034,0.04,0.026,0.048,0.034,0.04,0.042,0.032,0.041,0.033,0.03,0.044,0.036,0.038,0.043,0.029,0.033,0.041,0.033,0.041,0.04,0.034,0.034,0.038,0.039,0.035,0.031,0.04,0.034,0.038,0.033,0.04,0.033,0.04,0.032,0.042,0.034,0.039,0.037,0.035,0.035,0.036,0.037,0.037,0.029,0.045,0.032,0.038,0.038,0.035,0.036,0.038,0.036,0.036,0.029,0.044,0.038,0.034,0.034,0.039,0.032,0.04,0.036,0.038,0.036,0.039,0.041,0.032,0.033,0.039,0.033,0.038,0.04,0.032,0.033,0.039,0.029,0.043,0.039,0.034,0.041,0.032,0.033,0.039,0.028,0.046,0.033,0.042,0.037,0.037,0.027,0.046,0.038,0.036,0.033,0.041,0.032,0.042,0.036,0.038,0.035,0.037,0.03,0.044,0.034,0.037,0.036,0.037,0.028,0.046,0.031,0.043,0.036,0.039,0.032,0.039,0.035,0.039,0.031,0.043,0.034,0.04
4700,0.038,0.032,0.04,0.033,0.032,0.042,0.033,0.041,0.039,0.035,0.035,0.039,0.03,0.044,0.036,0.037,0.031,0.04,0.04,0.034,0.032,0.042,0.043,0.03,0.035,0.039,0.036,0.038,0.038,0.036,0.027,0.046,0.033,0.037,0.032,0.04,0.033,0.039,0.036,0.035,0.028,0.046,0.032,0.042,0.034,0.04,0.029,0.045,0.037,0.037,0.037,0.036,0.037,0.037,0.029,0.045,0.036,0.037,0.04,0.034,0.03,0.041,0.034,0.04,0.033,0.041,0.035,0.039,0.033,0.039,0.037,0.035,0.044,0.03,0.029,0.044,0.039,0.034,0.038,0.036,0.027,0.047,0.035,0.039,0.043,0.031,0.042,0.032,0.029,0.044,0.032,0.042,0.039,0.031,0.036,0.038,0.034,0.037,0.039,0.035,0.032,0.041,0.04,0.033,0.032,0.042,0.034,0.04,0.035,0.039,0.035,0.039,0.032,0.039,0.035,0.039,0.034,0.04,0.036,0.038,0.039,0.035,0.029,0.045,0.027,0.042,0.038,0.036,0.033,0.038,0.034,0.037,0.028,0.046,0.038,0.034,0.035,0.038,0.034,0.04,0.034,0.038,0.036,0.038,0.038,0.034,0.034,0.037,0.032,0.041,0.043,0.031,0.036,0.038,0.028,0.045,0.04,0.033,0.045,0.029,0.034,0.04,0.031,0.043,0.033,0.041,0.038,0.036,0.028,0.046,0.035,0.039,0.033,0.038,0.034,0.04,0.036,0.037,0.036,0.038,0.032,0.042,0.039,0.035,0.033,0.041,0.027,0.046,0.032,0.042,0.035,0.038,0.035,0.034,0.032,0.041,0.033,0.041,0.037,0.036
4800,0.033,0.039,0.039,0.034,0.037,0.038,0.034,0.036,0.039,0.035,0.035,0.038,0.032,0.042,0.033,0.038,0.036,0.038,0.038,0.033,0.033,0.041,0.035,0.031,0.035,0.039,0.036,0.039,0.041,0.033,0.029,0.044,0.037,0.034,0.033,0.04,0.035,0.038,0.036,0.038,0.028,0.043,0.032,0.04,0.031,0.042,0.032,0.042,0.036,0.035,0.038,0.036,0.036,0.038,0.03,0.044,0.039,0.035,0.041,0.032,0.03,0.038,0.036,0.037,0.034,0.039,0.035,0.039,0.033,0.041,0.037,0.037,0.043,0.031,0.03,0.044,0.041,0.033,0.039,0.035,0.027,0.046,0.036,0.038,0.041,0.033,0.039,0.035,0.035,0.039,0.031,0.042,0.039,0.034,0.037,0.036,0.037,0.037,0.036,0.037,0.032,0.04,0.04,0.034,0.033,0.041,0.035,0.039,0.036,0.036,0.039,0.034,0.037,0.037,0.037,0.036,0.034,0.038,0.035,0.036,0.038,0.036,0.027,0.045,0.03,0.044,0.037,0.034,0.031,0.038,0.034,0.039,0.028,0.046,0.036,0.036,0.035,0.039,0.034,0.039,0.04,0.034,0.037,0.037,0.039,0.035,0.035,0.036,0.027,0.046,0.039,0.034,0.038,0.036,0.027,0.046,0.038,0.034,0.044,0.03,0.032,0.042,0.032,0.042,0.029,0.045,0.036,0.037,0.027,0.047,0.038,0.035,0.034,0.039,0.032,0.04,0.038,0.036,0.035,0.039,0.03,0.044,0.039,0.035,0.034,0.04,0.028,0.044,0.032,0.042,0.038,0.036,0.035,0.033,0.033,0.041,0.033,0.041,0.031,0.043
4900,0.033,0.041,0.039,0.033,0.036,0.038,0.037,0.037,0.038,0.037,0.035,0.039,0.03,0.044,0.035,0.038,0.035,0.038,0.042,0.03,0.031,0.043,0.037,0.037,0.031,0.043,0.034,0.039,0.041,0.032,0.028,0.046,0.039,0.035,0.033,0.041,0.032,0.042,0.038,0.036,0.034,0.039,0.032,0.039,0.032,0.042,0.035,0.039,0.034,0.038,0.039,0.035,0.033,0.038,0.033,0.041,0.044,0.03,0.041,0.032,0.039,0.034,0.037,0.036,0.037,0.037,0.034,0.039,0.037,0.037,0.033,0.04,0.047,0.026,0.029,0.045,0.04,0.033,0.037,0.036,0.029,0.045,0.034,0.04,0.036,0.035,0.039,0.035,0.031,0.04,0.029,0.045,0.038,0.034,0.041,0.032,0.031,0.042,0.036,0.038,0.037,0.037,0.041,0.033,0.032,0.041,0.032,0.042,0.036,0.038,0.039,0.035,0.036,0.036,0.036,0.038,0.038,0.036,0.035,0.037,0.034,0.039,0.027,0.041,0.028,0.046,0.039,0.034,0.029,0.043,0.033,0.038,0.028,0.045,0.038,0.035,0.035,0.039,0.033,0.039,0.039,0.032,0.037,0.037,0.034,0.035,0.03,0.044,0.031,0.043,0.04,0.034,0.036,0.037,0.029,0.045,0.042,0.032,0.038,0.033,0.035,0.039,0.032,0.042,0.031,0.043,0.038,0.035,0.028,0.046,0.037,0.036,0.033,0.04,0.035,0.039,0.038,0.035,0.037,0.037,0.028,0.045,0.038,0.036,0.036,0.038,0.032,0.041,0.033,0.04,0.035,0.038,0.042,0.031,0.033,0.038,0.032,0.04,0.028,0.044
5000,0.031,0.041,0.041,0.032,0.035,0.039,0.03,0.037,0.041,0.033,0.034,0.039,0.028,0.045,0.037,0.035,0.04,0.035,0.038,0.033,0.029,0.042,0.036,0.038,0.028,0.044,0.034,0.04,0.041,0.029,0.028,0.043,0.04,0.034,0.032,0.039,0.031,0.043,0.035,0.038,0.031,0.039,0.035,0.038,0.031,0.041,0.03,0.043,0.039,0.034,0.043,0.031,0.032,0.041,0.031,0.042,0.042,0.031,0.04,0.032,0.039,0.034,0.042,0.032,0.036,0.038,0.036,0.037,0.039,0.034,0.035,0.039,0.043,0.031,0.03,0.044,0.041,0.033,0.04,0.032,0.032,0.042,0.039,0.035,0.04,0.034,0.042,0.032,0.03,0.04,0.031,0.042,0.037,0.037,0.039,0.034,0.031,0.042,0.037,0.037,0.033,0.04,0.039,0.035,0.031,0.041,0.031,0.043,0.038,0.036,0.036,0.038,0.035,0.038,0.034,0.04,0.04,0.034,0.036,0.038,0.033,0.04,0.037,0.036,0.032,0.041,0.036,0.038,0.028,0.045,0.036,0.035,0.026,0.046,0.037,0.035,0.031,0.043,0.034,0.04,0.042,0.032,0.035,0.039,0.036,0.038,0.033,0.041,0.03,0.043,0.038,0.034,0.036,0.033,0.03,0.044,0.041,0.032,0.038,0.036,0.035,0.039,0.032,0.041,0.03,0.042,0.038,0.033,0.024,0.048,0.038,0.035,0.032,0.041,0.036,0.038,0.039,0.036,0.034,0.039,0.032,0.042,0.034,0.036,0.036,0.039,0.033,0.041,0.032,0.042,0.034,0.039,0.04,0.034,0.035,0.039,0.035,0.039,0.032,0.042
5100,0.033,0.04,0.042,0.031,0.035,0.036,0.03,0.043,0.041,0.033,0.033,0.041,0.03,0.044,0.039,0.033,0.037,0.032,0.044,0.03,0.034,0.036,0.037,0.037,0.03,0.044,0.035,0.039,0.038,0.035,0.033,0.04,0.04,0.033,0.038,0.036,0.031,0.037,0.032,0.04,0.03,0.042,0.035,0.038,0.033,0.041,0.034,0.039,0.04,0.032,0.041,0.033,0.032,0.041,0.031,0.043,0.041,0.033,0.039,0.035,0.038,0.035,0.041,0.033,0.039,0.034,0.039,0.033,0.038,0.035,0.034,0.04,0.038,0.033,0.031,0.041,0.041,0.032,0.043,0.03,0.031,0.039,0.039,0.035,0.042,0.031,0.038,0.036,0.03,0.043,0.032,0.042,0.034,0.039,0.038,0.035,0.034,0.033,0.04,0.034,0.033,0.04,0.039,0.035,0.033,0.041,0.03,0.043,0.038,0.032,0.035,0.038,0.036,0.038,0.035,0.039,0.041,0.033,0.036,0.037,0.034,0.04,0.036,0.036,0.031,0.043,0.036,0.038,0.028,0.046,0.038,0.036,0.03,0.044,0.034,0.04,0.034,0.04,0.034,0.038,0.04,0.034,0.034,0.04,0.032,0.042,0.03,0.044,0.029,0.045,0.034,0.039,0.039,0.035,0.031,0.043,0.038,0.035,0.035,0.039,0.034,0.04,0.03,0.044,0.03,0.044,0.038,0.036,0.027,0.047,0.038,0.035,0.03,0.044,0.034,0.038,0.037,0.037,0.038,0.034,0.032,0.04,0.03,0.042,0.034,0.039,0.03,0.043,0.037,0.037,0.038,0.037,0.041,0.032,0.031,0.043,0.031,0.041,0.033,0.041
5200,0.034,0.036,0.042,0.03,0.031,0.042,0.033,0.04,0.04,0.034,0.032,0.042,0.033,0.041,0.04,0.034,0.032,0.042,0.044,0.027,0.038,0.036,0.038,0.035,0.03,0.044,0.037,0.036,0.037,0.036,0.032,0.042,0.038,0.034,0.036,0.036,0.037,0.037,0.033,0.041,0.033,0.041,0.041,0.033,0.035,0.039,0.033,0.04,0.037,0.036,0.043,0.031,0.035,0.039,0.03,0.042,0.045,0.03,0.038,0.036,0.042,0.032,0.038,0.035,0.037,0.037,0.04,0.031,0.041,0.033,0.035,0.036,0.037,0.037,0.033,0.041,0.042,0.029,0.038,0.03,0.035,0.038,0.039,0.035,0.046,0.028,0.039,0.034,0.031,0.042,0.035,0.039,0.035,0.038,0.042,0.032,0.041,0.033,0.038,0.035,0.032,0.04,0.041,0.033,0.031,0.043,0.032,0.041,0.038,0.027,0.039,0.035,0.032,0.042,0.034,0.038,0.037,0.035,0.036,0.036,0.037,0.035,0.036,0.037,0.031,0.041,0.033,0.038,0.03,0.043,0.034,0.038,0.034,0.04,0.033,0.039,0.031,0.04,0.035,0.038,0.04,0.034,0.033,0.041,0.029,0.045,0.03,0.038,0.029,0.04,0.035,0.039,0.041,0.033,0.03,0.041,0.042,0.031,0.032,0.042,0.03,0.043,0.031,0.043,0.031,0.043,0.038,0.036,0.03,0.044,0.038,0.036,0.028,0.046,0.035,0.038,0.039,0.035,0.037,0.037,0.033,0.041,0.027,0.047,0.032,0.042,0.031,0.041,0.033,0.041,0.036,0.035,0.039,0.032,0.03,0.044,0.036,0.038,0.033,0.039
5300,0.035,0.037,0.04,0.034,0.032,0.041,0.035,0.039,0.037,0.035,0.031,0.043,0.032,0.041,0.036,0.039,0.031,0.043,0.042,0.032,0.037,0.037,0.039,0.035,0.031,0.042,0.038,0.034,0.04,0.034,0.031,0.042,0.044,0.03,0.039,0.034,0.034,0.039,0.032,0.041,0.029,0.045,0.04,0.034,0.035,0.036,0.033,0.039,0.036,0.037,0.037,0.036,0.037,0.036,0.031,0.043,0.041,0.033,0.034,0.036,0.04,0.033,0.037,0.036,0.036,0.036,0.038,0.033,0.037,0.037,0.035,0.039,0.037,0.037,0.032,0.039,0.044,0.03,0.037,0.036,0.033,0.04,0.04,0.034,0.047,0.027,0.034,0.034,0.033,0.04,0.033,0.041,0.034,0.039,0.041,0.032,0.044,0.03,0.038,0.033,0.031,0.039,0.039,0.035,0.031,0.035,0.03,0.041,0.044,0.028,0.039,0.035,0.031,0.038,0.036,0.036,0.037,0.037,0.039,0.035,0.035,0.039,0.036,0.038,0.032,0.041,0.031,0.042,0.03,0.044,0.034,0.039,0.036,0.038,0.033,0.041,0.031,0.042,0.036,0.038,0.039,0.034,0.034,0.039,0.033,0.041,0.038,0.036,0.033,0.041,0.035,0.039,0.038,0.034,0.035,0.038,0.044,0.029,0.035,0.039,0.032,0.042,0.032,0.042,0.033,0.041,0.037,0.037,0.03,0.038,0.038,0.036,0.027,0.046,0.032,0.042,0.037,0.036,0.037,0.037,0.034,0.039,0.027,0.042,0.029,0.044,0.034,0.036,0.029,0.041,0.036,0.038,0.036,0.038,0.028,0.046,0.032,0.042,0.038,0.036
5400,0.034,0.04,0.038,0.034,0.033,0.04,0.035,0.039,0.037,0.036,0.035,0.039,0.037,0.035,0.035,0.038,0.032,0.041,0.043,0.031,0.039,0.033,0.038,0.035,0.037,0.037,0.038,0.03,0.037,0.036,0.032,0.041,0.041,0.033,0.035,0.038,0.035,0.038,0.028,0.046,0.03,0.043,0.038,0.035,0.039,0.035,0.037,0.037,0.034,0.04,0.036,0.038,0.037,0.034,0.033,0.04,0.043,0.031,0.032,0.04,0.04,0.032,0.038,0.036,0.035,0.039,0.042,0.031,0.037,0.035,0.034,0.04,0.038,0.035,0.03,0.044,0.044,0.03,0.035,0.038,0.034,0.038,0.04,0.034,0.047,0.025,0.036,0.038,0.034,0.04,0.03,0.041,0.034,0.04,0.041,0.033,0.043,0.03,0.036,0.037,0.032,0.042,0.038,0.036,0.035,0.038,0.038,0.034,0.041,0.031,0.036,0.037,0.038,0.036,0.036,0.038,0.033,0.037,0.038,0.036,0.034,0.04,0.038,0.036,0.032,0.042,0.03,0.044,0.031,0.043,0.034,0.039,0.035,0.037,0.033,0.039,0.031,0.043,0.036,0.038,0.038,0.035,0.033,0.037,0.032,0.042,0.034,0.04,0.033,0.04,0.037,0.037,0.039,0.035,0.035,0.039,0.042,0.032,0.034,0.037,0.031,0.041,0.031,0.042,0.033,0.04,0.035,0.037,0.035,0.039,0.04,0.032,0.028,0.044,0.032,0.041,0.034,0.038,0.038,0.034,0.035,0.039,0.03,0.043,0.03,0.04,0.039,0.035,0.028,0.044,0.037,0.037,0.035,0.037,0.031,0.043,0.031,0.042,0.036,0.034
5500,0.032,0.04,0.038,0.036,0.034,0.04,0.033,0.04,0.034,0.039,0.037,0.034,0.038,0.035,0.037,0.036,0.033,0.04,0.04,0.033,0.039,0.035,0.037,0.035,0.034,0.04,0.042,0.029,0.038,0.035,0.028,0.046,0.042,0.032,0.034,0.04,0.037,0.037,0.028,0.041,0.028,0.045,0.039,0.035,0.041,0.032,0.033,0.04,0.034,0.038,0.039,0.034,0.037,0.037,0.03,0.044,0.039,0.035,0.035,0.039,0.043,0.031,0.038,0.035,0.035,0.039,0.043,0.031,0.037,0.035,0.034,0.04,0.038,0.035,0.032,0.041,0.039,0.03,0.033,0.041,0.036,0.038,0.041,0.033,0.048,0.026,0.033,0.039,0.03,0.04,0.031,0.043,0.032,0.042,0.042,0.032,0.04,0.03,0.036,0.038,0.032,0.042,0.039,0.035,0.037,0.037,0.039,0.032,0.044,0.03,0.035,0.039,0.034,0.036,0.038,0.035,0.032,0.042,0.038,0.035,0.035,0.039,0.035,0.038,0.032,0.042,0.031,0.043,0.034,0.039,0.033,0.04,0.037,0.037,0.034,0.04,0.028,0.043,0.041,0.033,0.036,0.038,0.034,0.04,0.031,0.043,0.033,0.041,0.03,0.044,0.037,0.035,0.038,0.036,0.034,0.038,0.038,0.036,0.037,0.036,0.032,0.041,0.03,0.043,0.037,0.036,0.038,0.036,0.034,0.04,0.043,0.03,0.028,0.043,0.032,0.04,0.033,0.038,0.041,0.033,0.031,0.039,0.03,0.043,0.029,0.044,0.038,0.034,0.032,0.042,0.035,0.039,0.035,0.037,0.03,0.043,0.03,0.043,0.038,0.036
5600,0.033,0.041,0.034,0.04,0.032,0.04,0.033,0.04,0.035,0.038,0.041,0.032,0.041,0.033,0.033,0.037,0.036,0.038,0.045,0.029,0.041,0.033,0.037,0.037,0.035,0.039,0.043,0.03,0.039,0.034,0.029,0.045,0.039,0.034,0.032,0.04,0.036,0.036,0.028,0.046,0.027,0.042,0.041,0.033,0.04,0.032,0.034,0.04,0.036,0.038,0.035,0.038,0.038,0.034,0.03,0.044,0.04,0.034,0.033,0.041,0.041,0.033,0.037,0.036,0.032,0.041,0.043,0.03,0.037,0.037,0.031,0.042,0.04,0.034,0.03,0.042,0.037,0.037,0.038,0.036,0.036,0.037,0.037,0.037,0.045,0.029,0.031,0.042,0.027,0.04,0.031,0.042,0.034,0.04,0.041,0.033,0.041,0.033,0.036,0.037,0.036,0.037,0.036,0.037,0.035,0.037,0.039,0.035,0.041,0.03,0.033,0.038,0.031,0.042,0.039,0.033,0.032,0.04,0.036,0.037,0.036,0.038,0.039,0.035,0.032,0.042,0.034,0.04,0.032,0.042,0.031,0.043,0.037,0.037,0.035,0.039,0.027,0.045,0.039,0.035,0.037,0.036,0.03,0.043,0.03,0.041,0.033,0.041,0.032,0.042,0.032,0.042,0.04,0.034,0.035,0.039,0.034,0.038,0.038,0.035,0.036,0.038,0.031,0.042,0.039,0.035,0.04,0.033,0.032,0.042,0.042,0.029,0.027,0.044,0.03,0.044,0.037,0.037,0.035,0.039,0.032,0.04,0.03,0.044,0.028,0.046,0.038,0.03,0.03,0.044,0.036,0.036,0.034,0.04,0.031,0.043,0.03,0.044,0.036,0.036
5700,0.035,0.039,0.032,0.041,0.031,0.043,0.037,0.037,0.033,0.039,0.042,0.032,0.038,0.034,0.035,0.037,0.039,0.035,0.039,0.034,0.037,0.037,0.04,0.034,0.033,0.039,0.043,0.031,0.036,0.036,0.032,0.042,0.039,0.035,0.031,0.043,0.031,0.042,0.029,0.045,0.032,0.042,0.041,0.033,0.038,0.036,0.032,0.04,0.033,0.04,0.032,0.039,0.037,0.037,0.029,0.044,0.041,0.033,0.031,0.043,0.041,0.029,0.036,0.038,0.031,0.042,0.043,0.03,0.036,0.038,0.031,0.042,0.041,0.03,0.03,0.042,0.034,0.04,0.037,0.036,0.036,0.037,0.037,0.037,0.042,0.03,0.028,0.046,0.028,0.046,0.037,0.037,0.036,0.037,0.043,0.031,0.043,0.031,0.04,0.034,0.033,0.04,0.036,0.037,0.031,0.043,0.041,0.032,0.04,0.034,0.033,0.038,0.031,0.042,0.038,0.035,0.035,0.039,0.031,0.037,0.035,0.038,0.038,0.036,0.033,0.04,0.036,0.037,0.034,0.039,0.029,0.044,0.037,0.035,0.034,0.04,0.032,0.041,0.038,0.036,0.036,0.037,0.031,0.042,0.036,0.038,0.033,0.041,0.03,0.044,0.029,0.043,0.042,0.032,0.035,0.038,0.034,0.038,0.04,0.034,0.036,0.038,0.033,0.04,0.039,0.034,0.039,0.033,0.031,0.043,0.04,0.033,0.028,0.046,0.027,0.047,0.036,0.037,0.039,0.035,0.035,0.039,0.031,0.043,0.03,0.043,0.046,0.028,0.032,0.042,0.037,0.037,0.038,0.036,0.029,0.043,0.032,0.042,0.038,0.033
