t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
2.6e+06,0.25135,0.249149,0.252031,0.248467,0.251654,0.248845,0.25175,0.248749,0.251751,0.248748,0.25171,0.248788,0.251793,0.248705,0.251787,0.24871,0.251708,0.248791,0.251507,0.248991,0.252,0.248499,0.251872,0.248627,0.252221,0.248277,0.250949,0.24955,0.251327,0.24917,0.251339,0.24916,0.251694,0.248805,0.251344,0.249155,0.250895,0.249604,0.251445,0.249054,0.251436,0.249063,0.251419,0.249075,0.251222,0.249277,0.251564,0.248935,0.251592,0.248907,0.251976,0.248523,0.251717,0.248782,0.25204,0.248459,0.251472,0.249027,0.251548,0.24895,0.251577,0.248918,0.251133,0.249366,0.251658,0.248841,0.251426,0.249069,0.250978,0.249521,0.251952,0.248546,0.251974,0.248525,0.251407,0.249091,0.250877,0.249621,0.251481,0.249017,0.250884,0.249615,0.251205,0.249293,0.251535,0.248963,0.251511,0.248988,0.251465,0.249034,0.25177,0.248727,0.251865,0.248632,0.252031,0.248468,0.251955,0.248543,0.251246,0.249253,0.251468,0.249031,0.251392,0.249107,0.251392,0.249107,0.251495,0.249004,0.251503,0.248996,0.251405,0.249094,0.251045,0.249451,0.252581,0.247917,0.251711,0.248787,0.251653,0.248846,0.251233,0.249265,0.251741,0.248757,0.251758,0.248741,0.251832,0.248667,0.251551,0.248948,0.251202,0.249297,0.251407,0.249089,0.251762,0.248737,0.251461,0.249037,0.251699,0.2488,0.251506,0.248993,0.252183,0.248316,0.251604,0.248894,0.251914,0.248585,0.251262,0.249237,0.251855,0.248642,0.251826,0.248673,0.251543,0.248953,0.250908,0.249591,0.252184,0.248314,0.252099,0.2484,0.251662,0.248836,0.2517,0.248798,0.251744,0.248755,0.251163,0.249336,0.252077,0.248417,0.251475,0.249024,0.251995,0.248502,0.251569,0.248929,0.25136,0.249139,0.2511,0.249398,0.25201,0.248489,0.251254,0.249244,0.251788,0.248708,0.25226,0.248238,0.251566,0.248932,0.251059,0.24944,0.251434,0.249065,0.251893,0.248606,0.251885,0.248614
2.7e+06,0.250839,0.249658,0.251459,0.24904,0.251572,0.248925,0.25146,0.249039,0.251673,0.248826,0.251588,0.248908,0.251511,0.248988,0.251642,0.248857,0.251297,0.249201,0.251361,0.249138,0.251868,0.248631,0.251478,0.249021,0.251843,0.248656,0.251227,0.24927,0.251209,0.249289,0.251281,0.249217,0.251554,0.248942,0.251183,0.249316,0.250397,0.250101,0.251276,0.249222,0.251106,0.249393,0.250856,0.249642,0.251361,0.249137,0.251256,0.249243,0.251239,0.249258,0.251773,0.248725,0.251483,0.249015,0.251572,0.248926,0.251421,0.249077,0.251632,0.248867,0.251539,0.24896,0.251174,0.249324,0.251269,0.24923,0.251163,0.249336,0.250878,0.249621,0.252026,0.248473,0.251567,0.248931,0.251306,0.249191,0.250724,0.249775,0.251131,0.249368,0.250783,0.249716,0.250935,0.249563,0.251366,0.249133,0.251016,0.249483,0.250988,0.249509,0.251619,0.24888,0.251804,0.248695,0.251728,0.248771,0.251672,0.248825,0.251159,0.24934,0.25133,0.249169,0.251556,0.248943,0.25133,0.249169,0.25108,0.249418,0.251276,0.249221,0.251081,0.249418,0.250854,0.249645,0.252204,0.248294,0.251204,0.249294,0.251477,0.249022,0.251273,0.249225,0.251545,0.248954,0.251624,0.248875,0.251605,0.248894,0.25162,0.248879,0.250801,0.249696,0.251468,0.249031,0.251292,0.249206,0.251129,0.24937,0.251464,0.249033,0.251206,0.24929,0.251701,0.248798,0.251627,0.248869,0.251524,0.248973,0.250904,0.249594,0.251203,0.249296,0.251529,0.248969,0.251684,0.248814,0.250773,0.249726,0.251582,0.248917,0.251522,0.248977,0.251292,0.249207,0.251119,0.24938,0.251618,0.248879,0.251077,0.249422,0.25165,0.248848,0.251232,0.249267,0.251918,0.248581,0.251178,0.249321,0.25104,0.249455,0.250742,0.249753,0.251604,0.248895,0.250967,0.249531,0.251247,0.249252,0.25164,0.248859,0.251468,0.249031,0.250795,0.249704,0.251374,0.249125,0.251767,0.248727,0.251586,0.248912
2.8e+06,0.250598,0.249897,0.251132,0.249366,0.251458,0.24904,0.251143,0.249355,0.251258,0.249239,0.251353,0.249146,0.251142,0.249357,0.251294,0.249203,0.251156,0.249343,0.251471,0.249027,0.251605,0.248894,0.251444,0.249055,0.251796,0.248701,0.251208,0.249291,0.250993,0.249506,0.251197,0.249299,0.251628,0.248871,0.251508,0.248991,0.250265,0.250234,0.250895,0.249603,0.250842,0.249657,0.250836,0.249656,0.251318,0.249181,0.251035,0.249462,0.2513,0.249199,0.251376,0.249121,0.251052,0.249447,0.251351,0.249146,0.251412,0.249087,0.251144,0.249355,0.251165,0.249331,0.250963,0.249535,0.251113,0.249386,0.250773,0.249726,0.250786,0.24971,0.251688,0.248811,0.251513,0.248986,0.251161,0.249338,0.250562,0.249937,0.251002,0.249497,0.25092,0.249579,0.250806,0.249693,0.250914,0.249584,0.250656,0.249843,0.251051,0.249448,0.251164,0.249334,0.25172,0.248778,0.251725,0.248774,0.251116,0.249383,0.250928,0.24957,0.250998,0.249498,0.250961,0.249538,0.25123,0.249269,0.251073,0.249422,0.250825,0.249674,0.250884,0.249615,0.250829,0.249669,0.251807,0.248692,0.25097,0.249528,0.251487,0.249011,0.251132,0.249366,0.25153,0.248969,0.251734,0.248765,0.251312,0.249187,0.251311,0.249187,0.250513,0.249985,0.2512,0.249296,0.251032,0.249466,0.250719,0.24978,0.251525,0.248974,0.251204,0.249294,0.251423,0.249075,0.251518,0.24898,0.251567,0.248928,0.250695,0.249801,0.250785,0.249714,0.250945,0.249554,0.251339,0.249159,0.250561,0.249937,0.251535,0.248964,0.251511,0.248987,0.251352,0.249147,0.250866,0.249631,0.251537,0.248962,0.250835,0.249664,0.250925,0.249574,0.25094,0.249559,0.251723,0.248775,0.251301,0.249198,0.250782,0.249716,0.250768,0.24973,0.251641,0.248853,0.250985,0.249513,0.251114,0.249384,0.251357,0.249142,0.251419,0.24908,0.250983,0.249515,0.251291,0.249208,0.251594,0.248905,0.251538,0.24896
2.9e+06,0.250567,0.249932,0.251003,0.249493,0.251522,0.248975,0.251071,0.249426,0.251259,0.24924,0.251112,0.249387,0.250879,0.249616,0.251294,0.249205,0.251022,0.249475,0.251133,0.249366,0.25148,0.249019,0.251176,0.249323,0.251411,0.249088,0.251061,0.249438,0.250537,0.249961,0.250922,0.249576,0.251413,0.249086,0.251074,0.249425,0.250443,0.250054,0.250453,0.250046,0.250821,0.249678,0.250613,0.249886,0.251209,0.24929,0.250677,0.249818,0.251104,0.249395,0.251396,0.249101,0.250776,0.24972,0.251087,0.249409,0.251343,0.249156,0.250839,0.249659,0.250964,0.249534,0.250586,0.249913,0.251119,0.24938,0.250586,0.249913,0.250937,0.249562,0.251501,0.248998,0.251196,0.249303,0.250959,0.24954,0.250668,0.24983,0.250672,0.249826,0.250938,0.249556,0.251177,0.24932,0.250997,0.249502,0.250654,0.249845,0.251064,0.249435,0.250855,0.249644,0.251393,0.249106,0.251555,0.248942,0.25066,0.249837,0.250925,0.249574,0.250914,0.249585,0.251082,0.249417,0.251024,0.249474,0.25076,0.249738,0.25072,0.249779,0.250994,0.249505,0.250995,0.249503,0.25132,0.249179,0.250951,0.249547,0.251403,0.249094,0.250707,0.24979,0.251311,0.249188,0.251616,0.248883,0.251389,0.249109,0.250742,0.249756,0.250215,0.250283,0.250935,0.249564,0.250763,0.249736,0.250678,0.249818,0.251077,0.249421,0.251185,0.249314,0.251042,0.249457,0.25161,0.248889,0.251343,0.249155,0.250618,0.249881,0.250799,0.2497,0.250814,0.249684,0.251183,0.249316,0.249878,0.25062,0.251432,0.249065,0.251388,0.249109,0.25115,0.249349,0.251121,0.249377,0.251257,0.24924,0.250973,0.249526,0.251025,0.249471,0.250575,0.249922,0.251814,0.248683,0.251161,0.249337,0.250832,0.249666,0.250614,0.249881,0.251274,0.249225,0.250807,0.24969,0.250675,0.249823,0.251253,0.249245,0.2513,0.249199,0.250625,0.249874,0.25141,0.249089,0.251569,0.24893,0.251233,0.249266
3e+06,0.250621,0.249876,0.250987,0.24951,0.251144,0.249355,0.251172,0.249327,0.251114,0.249385,0.251482,0.249017,0.250971,0.249528,0.251037,0.249462,0.250683,0.249816,0.251196,0.249302,0.251013,0.249486,0.250885,0.249613,0.251557,0.248942,0.250797,0.249702,0.250463,0.250036,0.250512,0.249987,0.25131,0.249189,0.251088,0.249411,0.25037,0.250127,0.250379,0.250119,0.250611,0.249888,0.250363,0.250135,0.251092,0.249407,0.250573,0.249926,0.250848,0.249651,0.251219,0.249279,0.250741,0.249758,0.250914,0.249585,0.251561,0.248936,0.250637,0.249859,0.250734,0.249765,0.2505,0.249996,0.251029,0.249466,0.250337,0.250162,0.250858,0.24964,0.251029,0.249469,0.251065,0.249434,0.250859,0.249639,0.250526,0.249972,0.250536,0.249963,0.250675,0.249824,0.251173,0.249326,0.250902,0.249597,0.250635,0.24986,0.250913,0.249585,0.250313,0.250186,0.251088,0.249411,0.251041,0.249457,0.250559,0.24994,0.25104,0.249459,0.251093,0.249406,0.250749,0.24975,0.25074,0.249758,0.25044,0.250059,0.250686,0.249813,0.251274,0.249225,0.250779,0.249717,0.251179,0.24932,0.25091,0.249589,0.251371,0.249128,0.250656,0.249842,0.251323,0.249176,0.251567,0.248932,0.251124,0.249373,0.250615,0.249884,0.250225,0.250273,0.250851,0.249644,0.250646,0.249852,0.250562,0.249937,0.251095,0.249404,0.251074,0.249424,0.250925,0.249573,0.251193,0.249306,0.251224,0.249275,0.250313,0.250186,0.250786,0.249712,0.250933,0.249566,0.251244,0.249255,0.250035,0.250464,0.251314,0.249185,0.251232,0.249267,0.251174,0.249318,0.250745,0.249754,0.250989,0.24951,0.250978,0.249521,0.250975,0.249521,0.250419,0.250077,0.251584,0.248914,0.251096,0.249403,0.250946,0.249553,0.25057,0.249929,0.25112,0.249379,0.251067,0.249431,0.250627,0.24987,0.250923,0.249575,0.25105,0.249449,0.250576,0.249922,0.251136,0.249363,0.251002,0.249494,0.251041,0.249457
3.1e+06,0.250248,0.250249,0.250656,0.249843,0.251072,0.249422,0.251045,0.249454,0.250803,0.249696,0.25103,0.249467,0.250688,0.249811,0.250951,0.249547,0.250783,0.249715,0.251128,0.24937,0.250838,0.249661,0.250705,0.249794,0.251324,0.249174,0.250772,0.249726,0.250767,0.249728,0.250326,0.250173,0.251411,0.249088,0.250908,0.24959,0.250031,0.250465,0.25015,0.250349,0.250483,0.250015,0.250162,0.250337,0.250755,0.249744,0.250609,0.249888,0.250942,0.249557,0.250867,0.249632,0.250679,0.249818,0.250775,0.249724,0.251293,0.249205,0.250401,0.250097,0.250592,0.249905,0.250754,0.249745,0.251092,0.249406,0.250353,0.250145,0.250804,0.249694,0.251012,0.249487,0.251092,0.249407,0.250663,0.249835,0.250122,0.250377,0.250271,0.250228,0.250675,0.249824,0.251246,0.249252,0.251077,0.249422,0.250612,0.249887,0.250663,0.249835,0.250591,0.249907,0.250772,0.249726,0.251191,0.249306,0.250515,0.249979,0.250989,0.249509,0.250622,0.249877,0.250747,0.249751,0.250499,0.249998,0.250368,0.250131,0.250667,0.249831,0.251236,0.249262,0.250525,0.249972,0.250966,0.249532,0.250858,0.249638,0.251378,0.24912,0.25044,0.250059,0.251135,0.249363,0.251306,0.249193,0.25102,0.249478,0.250533,0.249965,0.250215,0.250284,0.250711,0.249788,0.250738,0.249757,0.250546,0.249952,0.250928,0.249571,0.251091,0.249406,0.250894,0.249605,0.251054,0.249445,0.25107,0.249429,0.250209,0.250288,0.250499,0.25,0.25097,0.249529,0.25103,0.249468,0.250181,0.250318,0.251178,0.249321,0.251243,0.249255,0.250946,0.249552,0.250506,0.249992,0.250891,0.249607,0.250782,0.249717,0.250861,0.249637,0.250328,0.250171,0.251267,0.249226,0.25083,0.249667,0.250779,0.24972,0.250708,0.249791,0.250693,0.249803,0.250955,0.249541,0.250551,0.249941,0.250937,0.24956,0.250784,0.249715,0.250337,0.250159,0.250818,0.249681,0.250907,0.249592,0.251126,0.249372
3.2e+06,0.250085,0.250414,0.250521,0.249978,0.251046,0.249453,0.25069,0.249809,0.250879,0.24962,0.250988,0.249511,0.250784,0.249715,0.250438,0.250061,0.250495,0.250004,0.250923,0.249576,0.250878,0.24962,0.250782,0.249709,0.250788,0.24971,0.250838,0.249661,0.250528,0.249971,0.250309,0.25019,0.251341,0.249156,0.250836,0.249663,0.250012,0.250485,0.25016,0.250339,0.250481,0.250018,0.250158,0.250341,0.250592,0.249907,0.250514,0.249984,0.250829,0.24967,0.251074,0.249423,0.25022,0.250278,0.251046,0.249452,0.250933,0.249566,0.250291,0.250208,0.250684,0.249813,0.250784,0.249715,0.250808,0.249691,0.250295,0.250202,0.250863,0.249636,0.250967,0.24953,0.250744,0.249754,0.250779,0.24972,0.25013,0.250369,0.250301,0.250197,0.250599,0.249899,0.251034,0.249465,0.250893,0.249605,0.250547,0.249952,0.250308,0.250191,0.250223,0.250275,0.2506,0.249895,0.251275,0.249224,0.250376,0.250123,0.250893,0.249606,0.250608,0.24989,0.250657,0.249841,0.250323,0.250176,0.250116,0.250379,0.250684,0.249814,0.250892,0.249606,0.250635,0.249863,0.250888,0.249609,0.250723,0.249776,0.251376,0.249122,0.250116,0.250382,0.251172,0.249325,0.251159,0.24934,0.250862,0.249637,0.250531,0.249968,0.250357,0.25014,0.250544,0.249955,0.250785,0.249713,0.250351,0.250147,0.2506,0.249899,0.250875,0.249623,0.250922,0.249577,0.251331,0.249167,0.251183,0.249314,0.250458,0.250041,0.250197,0.250299,0.250762,0.249737,0.251095,0.2494,0.250083,0.250416,0.250876,0.249622,0.250776,0.249723,0.25091,0.249585,0.250413,0.250083,0.250681,0.249818,0.250973,0.249525,0.250832,0.249666,0.250267,0.250231,0.251083,0.249414,0.250504,0.249992,0.250824,0.249675,0.250837,0.24966,0.250648,0.249849,0.250599,0.2499,0.250647,0.249851,0.250745,0.249754,0.250615,0.249882,0.250376,0.250121,0.250926,0.249573,0.250583,0.249916,0.251059,0.24944
3.3e+06,0.250161,0.250338,0.250686,0.249811,0.250785,0.249712,0.250428,0.25007,0.250602,0.249895,0.250716,0.249783,0.250721,0.249778,0.250543,0.249954,0.250516,0.249983,0.251013,0.249486,0.250877,0.249622,0.250741,0.249758,0.250558,0.24994,0.25053,0.249967,0.250192,0.250306,0.250484,0.250013,0.250871,0.249628,0.250777,0.249722,0.250137,0.250359,0.250504,0.249994,0.250428,0.250069,0.25017,0.250328,0.25019,0.250309,0.250167,0.250332,0.250615,0.249883,0.250817,0.249682,0.249994,0.250503,0.250791,0.249707,0.250717,0.249782,0.250114,0.250385,0.250678,0.249821,0.25098,0.249518,0.250718,0.249781,0.250278,0.250219,0.250648,0.249849,0.250935,0.249561,0.250523,0.249974,0.250841,0.249658,0.250198,0.2503,0.250489,0.25001,0.250599,0.249899,0.25095,0.249548,0.250615,0.249884,0.250541,0.249957,0.250555,0.249944,0.250165,0.250334,0.25047,0.250028,0.251327,0.249172,0.250273,0.250226,0.250935,0.249561,0.250185,0.250314,0.250565,0.249933,0.250543,0.249956,0.250072,0.250427,0.250288,0.25021,0.250656,0.249843,0.250475,0.250023,0.250923,0.249576,0.250768,0.249729,0.250988,0.24951,0.250248,0.25025,0.2511,0.249396,0.251034,0.249465,0.25078,0.249719,0.250405,0.250094,0.250559,0.24994,0.250517,0.249982,0.250585,0.249913,0.250248,0.250251,0.250507,0.24999,0.250866,0.249632,0.251195,0.249304,0.251097,0.249402,0.250775,0.249724,0.250502,0.249996,0.250393,0.250106,0.250013,0.250485,0.251062,0.249437,0.2503,0.250198,0.250966,0.249532,0.25063,0.249868,0.250638,0.249861,0.250044,0.250453,0.250774,0.249722,0.251006,0.249493,0.250871,0.249628,0.250352,0.250146,0.250831,0.249662,0.250295,0.250203,0.250732,0.249767,0.25075,0.249749,0.250558,0.249939,0.250368,0.250131,0.250645,0.249854,0.250718,0.249781,0.25042,0.250079,0.250394,0.250105,0.251039,0.24946,0.250493,0.250004,0.250904,0.249595
3.4e+06,0.250255,0.250244,0.250638,0.249858,0.250736,0.249762,0.250403,0.250096,0.250613,0.249886,0.250615,0.249884,0.250633,0.249866,0.250497,0.250002,0.250772,0.249727,0.250631,0.249868,0.250647,0.249852,0.250737,0.249762,0.250409,0.250089,0.250265,0.250233,0.250329,0.25017,0.250144,0.250355,0.250592,0.249905,0.250336,0.250161,0.250302,0.250196,0.250535,0.249964,0.250432,0.250067,0.250035,0.250463,0.250057,0.250442,0.250312,0.250187,0.250694,0.249805,0.250699,0.2498,0.249919,0.25058,0.250727,0.249771,0.250607,0.249889,0.250036,0.250463,0.250587,0.249912,0.250752,0.249745,0.250542,0.249953,0.250324,0.250175,0.250426,0.25007,0.25043,0.250069,0.250356,0.250143,0.250896,0.249603,0.250187,0.250312,0.250422,0.250074,0.250319,0.25018,0.250734,0.249765,0.250709,0.24979,0.250666,0.249833,0.250754,0.249745,0.250049,0.25045,0.250273,0.250226,0.251139,0.24936,0.249998,0.2505,0.250904,0.249593,0.249778,0.25072,0.250443,0.250056,0.250598,0.2499,0.250257,0.250242,0.250173,0.250325,0.250698,0.249801,0.250584,0.249915,0.25078,0.249717,0.250501,0.249998,0.250958,0.249541,0.25027,0.250229,0.250948,0.249551,0.251054,0.249445,0.250635,0.249857,0.250349,0.250147,0.250502,0.249997,0.250483,0.250012,0.25059,0.249909,0.250189,0.250309,0.250231,0.250267,0.250558,0.249941,0.250884,0.249615,0.250953,0.249546,0.250686,0.249813,0.250163,0.250336,0.250117,0.250381,0.250228,0.250268,0.250776,0.24972,0.25033,0.250169,0.250592,0.249906,0.250842,0.249657,0.250615,0.249883,0.250307,0.250192,0.250553,0.249945,0.250759,0.24974,0.25048,0.250017,0.250515,0.249984,0.250526,0.249973,0.250328,0.250171,0.250124,0.250375,0.250905,0.249594,0.250473,0.250026,0.25023,0.250268,0.25033,0.250169,0.25061,0.249889,0.250739,0.249756,0.250234,0.250265,0.250917,0.24958,0.250282,0.250217,0.250624,0.249875
3.5e+06,0.250043,0.250454,0.250675,0.249824,0.250587,0.249909,0.250149,0.25035,0.250314,0.250182,0.250089,0.250409,0.250552,0.249947,0.250521,0.249976,0.251061,0.249438,0.250529,0.24997,0.250562,0.249937,0.250893,0.249605,0.250138,0.250361,0.250684,0.249814,0.250064,0.250435,0.250084,0.250414,0.250795,0.2497,0.250116,0.250383,0.250537,0.249962,0.250299,0.2502,0.25016,0.250338,0.250035,0.250464,0.250017,0.250482,0.2506,0.249898,0.250294,0.250204,0.250383,0.250116,0.250064,0.250435,0.250523,0.249974,0.250518,0.24998,0.250083,0.250416,0.250285,0.250214,0.250489,0.25001,0.250374,0.250125,0.250184,0.250315,0.250452,0.250045,0.250552,0.249945,0.250752,0.249747,0.250758,0.24974,0.250312,0.250185,0.250118,0.250381,0.250506,0.249992,0.250736,0.249763,0.250826,0.249671,0.250737,0.249759,0.250822,0.249677,0.249759,0.250738,0.250244,0.250255,0.250825,0.249674,0.250042,0.250457,0.250846,0.24965,0.24984,0.250659,0.250589,0.24991,0.250679,0.249819,0.250127,0.250371,0.249998,0.250501,0.250797,0.249701,0.250704,0.249795,0.250476,0.250023,0.250308,0.250191,0.250718,0.24978,0.250476,0.250023,0.25072,0.249779,0.250931,0.249568,0.250532,0.249967,0.250575,0.249922,0.250483,0.250016,0.250351,0.250148,0.250759,0.24974,0.25005,0.250449,0.250262,0.250237,0.250391,0.250107,0.250534,0.249965,0.250851,0.249648,0.250439,0.250054,0.25019,0.250309,0.250059,0.250438,0.24999,0.250509,0.250586,0.249913,0.250363,0.250136,0.25053,0.249969,0.250687,0.249812,0.250517,0.249982,0.250679,0.24982,0.250519,0.24998,0.250903,0.249596,0.250297,0.250199,0.250303,0.250196,0.250377,0.250122,0.250631,0.249868,0.250051,0.250448,0.250928,0.249571,0.250624,0.249874,0.250149,0.250348,0.250297,0.250202,0.250576,0.249923,0.250757,0.249741,0.250213,0.250286,0.250814,0.249685,0.250155,0.250343,0.250564,0.249935
3.6e+06,0.250117,0.250381,0.250628,0.249871,0.250429,0.250069,0.250173,0.250326,0.250083,0.250415,0.250015,0.250483,0.250513,0.249985,0.250376,0.250121,0.250871,0.249626,0.250663,0.249834,0.250668,0.24983,0.250727,0.249771,0.250421,0.250078,0.250472,0.250025,0.250077,0.250419,0.249882,0.250617,0.250156,0.250343,0.249912,0.250587,0.250265,0.250233,0.250571,0.249927,0.250503,0.249994,0.250093,0.250405,0.249924,0.250575,0.250866,0.249632,0.25031,0.250189,0.250344,0.250153,0.249806,0.250693,0.250279,0.250218,0.250721,0.249778,0.250439,0.25006,0.250363,0.250136,0.250529,0.249969,0.250567,0.249932,0.250306,0.250192,0.250501,0.249996,0.250486,0.250013,0.250338,0.250161,0.250475,0.250023,0.250143,0.250356,0.250024,0.250473,0.250285,0.250212,0.250554,0.249945,0.250606,0.249892,0.25085,0.249649,0.250691,0.249808,0.250055,0.250444,0.250476,0.250018,0.250636,0.249861,0.249992,0.250506,0.25064,0.249859,0.250107,0.250391,0.250749,0.249749,0.250548,0.249951,0.25049,0.250008,0.249592,0.250905,0.250758,0.249741,0.250558,0.249941,0.25055,0.249949,0.250179,0.250319,0.250539,0.249959,0.250519,0.24998,0.250607,0.249892,0.250662,0.249837,0.250528,0.24997,0.250451,0.250047,0.250687,0.249812,0.250561,0.249938,0.250892,0.249607,0.250275,0.250222,0.250046,0.250453,0.250556,0.249943,0.250398,0.250101,0.250807,0.249689,0.250306,0.250191,0.249947,0.25055,0.250185,0.250314,0.250149,0.25035,0.250012,0.250487,0.250118,0.250381,0.250391,0.250108,0.250838,0.249661,0.250278,0.250221,0.250484,0.250014,0.250964,0.249535,0.250716,0.249782,0.249951,0.250548,0.250396,0.250102,0.250337,0.250162,0.250545,0.249951,0.250022,0.250475,0.250662,0.249836,0.250443,0.250056,0.24995,0.250545,0.250283,0.250213,0.250828,0.249671,0.250687,0.249812,0.250063,0.250435,0.250615,0.249882,0.250081,0.250416,0.250441,0.250055
3.7e+06,0.249937,0.250562,0.250732,0.249766,0.250218,0.25028,0.2504,0.250099,0.250163,0.250329,0.249923,0.250576,0.250258,0.250239,0.250415,0.250084,0.250839,0.24966,0.250608,0.249891,0.25044,0.250059,0.250593,0.249906,0.250366,0.250133,0.250327,0.250171,0.250234,0.250265,0.250166,0.250333,0.250326,0.250173,0.250019,0.25048,0.250542,0.249957,0.250418,0.25008,0.250466,0.250033,0.250002,0.250497,0.250102,0.250397,0.250636,0.249863,0.25044,0.250059,0.250287,0.250211,0.249751,0.250747,0.250376,0.250123,0.250629,0.249869,0.250475,0.250024,0.25034,0.250159,0.25057,0.249929,0.25084,0.249659,0.249676,0.250823,0.250269,0.25023,0.250485,0.250014,0.250382,0.250116,0.250072,0.250425,0.250063,0.250436,0.250062,0.250436,0.250237,0.250262,0.250338,0.250161,0.250473,0.250026,0.250871,0.249626,0.250582,0.249917,0.249997,0.250501,0.25046,0.250039,0.250306,0.250193,0.250219,0.25028,0.250709,0.24979,0.250332,0.250166,0.250937,0.249561,0.250131,0.250368,0.25061,0.249887,0.249591,0.250907,0.250486,0.250012,0.250577,0.249922,0.250555,0.249944,0.25018,0.250319,0.250564,0.249934,0.2506,0.249899,0.250465,0.250034,0.250597,0.249901,0.250325,0.250174,0.250412,0.250087,0.25075,0.249747,0.250805,0.249693,0.250893,0.249603,0.250293,0.250204,0.250368,0.25013,0.250552,0.249945,0.250525,0.249973,0.250908,0.249591,0.250246,0.250252,0.250253,0.250246,0.250191,0.250308,0.250106,0.250391,0.250008,0.250491,0.250106,0.250393,0.250239,0.25026,0.250622,0.249877,0.250353,0.250146,0.250527,0.249972,0.250687,0.249812,0.250583,0.249916,0.250144,0.250355,0.25039,0.250109,0.250281,0.250216,0.250096,0.250403,0.250047,0.250451,0.250482,0.250017,0.250317,0.250181,0.2499,0.250599,0.25032,0.250178,0.250571,0.249927,0.25066,0.249838,0.250133,0.250366,0.250553,0.249944,0.249805,0.250694,0.250593,0.249904
3.8e+06,0.249752,0.250747,0.250629,0.24987,0.249782,0.250717,0.250576,0.249923,0.249982,0.250516,0.249963,0.250536,0.250146,0.250353,0.250463,0.250036,0.250445,0.250053,0.250617,0.249882,0.250102,0.250397,0.250527,0.249972,0.250346,0.250152,0.250174,0.250325,0.250219,0.250279,0.250155,0.250343,0.250152,0.250344,0.250126,0.250373,0.25035,0.250149,0.250394,0.250105,0.250248,0.250251,0.249816,0.250682,0.250253,0.250246,0.25079,0.249706,0.250333,0.250166,0.250504,0.249995,0.250116,0.250383,0.250358,0.25014,0.250597,0.249902,0.250427,0.250071,0.250127,0.250372,0.250437,0.250061,0.250745,0.249753,0.249832,0.250667,0.250283,0.250216,0.250723,0.249776,0.250179,0.25032,0.250173,0.250326,0.250384,0.250115,0.25016,0.250338,0.250171,0.250328,0.250467,0.250031,0.250522,0.249977,0.250772,0.249727,0.250795,0.249704,0.250335,0.250164,0.250459,0.25004,0.250485,0.250013,0.250125,0.250374,0.250593,0.249905,0.250102,0.250396,0.251143,0.249355,0.250142,0.250357,0.250465,0.250031,0.249486,0.251011,0.250321,0.250177,0.25041,0.250089,0.250396,0.250102,0.250382,0.250117,0.250675,0.249821,0.250522,0.249977,0.250472,0.250024,0.250302,0.250196,0.25036,0.250139,0.250241,0.250258,0.250749,0.249748,0.250649,0.249846,0.250885,0.249614,0.2503,0.250198,0.250558,0.24994,0.25003,0.250469,0.250361,0.250138,0.250833,0.249666,0.250435,0.250064,0.250241,0.250258,0.25017,0.250329,0.249874,0.250625,0.250106,0.250393,0.249932,0.250567,0.250607,0.249892,0.250433,0.250065,0.250374,0.250124,0.250589,0.249908,0.250784,0.249715,0.250219,0.250279,0.250041,0.250458,0.250098,0.250401,0.250401,0.250096,0.250188,0.25031,0.250254,0.250245,0.250683,0.249816,0.250161,0.250338,0.250125,0.250373,0.250382,0.250116,0.250675,0.249824,0.250608,0.249888,0.25029,0.250209,0.25041,0.250089,0.249628,0.250867,0.250539,0.24996
