t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
2.6e+06,0.253809,0.25119,0.253724,0.251275,0.254083,0.250914,0.253593,0.251406,0.253981,0.251018,0.253953,0.251046,0.253644,0.251354,0.253776,0.251223,0.254129,0.25087,0.253485,0.251512,0.253846,0.251151,0.254426,0.250571,0.254101,0.250898,0.254453,0.250546,0.253867,0.251131,0.253901,0.251098,0.253911,0.251088,0.253992,0.251006,0.253787,0.251212,0.253752,0.251247,0.254252,0.250745,0.25358,0.251418,0.253502,0.251496,0.254198,0.2508,0.254063,0.250935,0.253643,0.251356,0.254053,0.250946,0.25352,0.251479,0.25351,0.251489,0.253586,0.251413,0.253962,0.251037,0.253161,0.251838,0.253621,0.251378,0.253672,0.251327,0.253808,0.25119,0.25376,0.251239,0.254082,0.250917,0.253401,0.251598,0.25364,0.251358,0.254138,0.250861,0.253602,0.251395,0.253397,0.251602,0.253693,0.251305,0.253991,0.251008,0.253699,0.251298,0.253866,0.251133,0.253578,0.251421,0.254303,0.250696,0.253673,0.251326,0.254146,0.250853,0.253625,0.251374,0.253644,0.251354,0.254175,0.250824,0.254365,0.250633,0.254176,0.250823,0.253978,0.251021,0.254044,0.250955,0.253849,0.251149,0.254013,0.250986,0.253905,0.251093,0.253793,0.251205,0.253882,0.251116,0.253676,0.251323,0.25381,0.251189,0.253299,0.251699,0.253821,0.251176,0.253407,0.251592,0.253976,0.251022,0.253917,0.251082,0.253766,0.251232,0.253715,0.251283,0.253536,0.251461,0.253641,0.251358,0.254078,0.250921,0.25367,0.251329,0.253678,0.251321,0.253791,0.251208,0.253727,0.251272,0.253666,0.251333,0.254021,0.250973,0.253705,0.251288,0.253939,0.25106,0.253711,0.251288,0.254032,0.250964,0.254112,0.250886,0.253503,0.251495,0.254401,0.250597,0.253595,0.251404,0.253914,0.251085,0.254225,0.250772,0.253432,0.251567,0.254246,0.250753,0.253744,0.251255,0.253661,0.251338,0.253532,0.251467,0.253483,0.251516,0.253909,0.251089,0.253592,0.251407,0.253844,0.251154,0.253925,0.251073
2.7e+06,0.253541,0.251458,0.253522,0.251474,0.253979,0.251019,0.253745,0.251254,0.254283,0.250716,0.253645,0.25135,0.253364,0.251635,0.253787,0.251211,0.253586,0.251413,0.253434,0.251565,0.253871,0.251127,0.254006,0.250992,0.253692,0.251307,0.254024,0.250975,0.253546,0.251453,0.253499,0.2515,0.253318,0.251681,0.253618,0.251381,0.253534,0.251463,0.253485,0.251513,0.253906,0.251093,0.253276,0.251722,0.253554,0.251445,0.254181,0.250818,0.253876,0.251123,0.253404,0.251595,0.253788,0.251211,0.253581,0.251418,0.253311,0.251688,0.253139,0.25186,0.253582,0.251417,0.253428,0.25157,0.253584,0.251414,0.253369,0.25163,0.253594,0.2514,0.253244,0.251755,0.254113,0.250886,0.253267,0.251732,0.253407,0.251592,0.253519,0.251479,0.253516,0.251482,0.253432,0.251567,0.2533,0.251698,0.253728,0.25127,0.253541,0.251458,0.253086,0.251913,0.253546,0.251453,0.254318,0.250681,0.253495,0.251504,0.254007,0.250992,0.253389,0.25161,0.253757,0.251239,0.253697,0.251302,0.254389,0.25061,0.253817,0.251177,0.253687,0.251311,0.253614,0.251385,0.253649,0.25135,0.253759,0.251239,0.253603,0.251395,0.25366,0.251339,0.253431,0.251568,0.253346,0.251653,0.253737,0.251262,0.252657,0.252339,0.253599,0.2514,0.252795,0.2522,0.25394,0.251059,0.253691,0.251308,0.253392,0.251607,0.253547,0.251451,0.253327,0.251672,0.253453,0.251546,0.253937,0.251061,0.253486,0.251512,0.25337,0.251628,0.253339,0.251659,0.253077,0.251922,0.253357,0.251642,0.253313,0.251686,0.253507,0.251491,0.253775,0.251222,0.253727,0.251272,0.253898,0.251101,0.254043,0.250955,0.253306,0.251693,0.253926,0.251073,0.253414,0.251584,0.253766,0.251233,0.254002,0.250997,0.253172,0.251827,0.253805,0.251194,0.253318,0.251681,0.253513,0.251484,0.253824,0.251175,0.253251,0.251748,0.253562,0.251435,0.25342,0.251577,0.253526,0.251473,0.253918,0.25108
2.8e+06,0.253313,0.251685,0.253261,0.251738,0.253633,0.251366,0.253612,0.251386,0.25392,0.251079,0.253494,0.251505,0.253148,0.25185,0.253692,0.251307,0.253287,0.251712,0.253095,0.251904,0.253509,0.25149,0.253692,0.251307,0.253149,0.251849,0.253513,0.251486,0.252975,0.252024,0.253385,0.251614,0.253292,0.251704,0.253614,0.251383,0.253349,0.25165,0.253136,0.251863,0.253621,0.251378,0.253026,0.251973,0.253682,0.251317,0.253671,0.251327,0.253529,0.25147,0.253237,0.251762,0.253539,0.251459,0.253736,0.251263,0.253061,0.251937,0.253143,0.251856,0.253295,0.2517,0.253073,0.251925,0.253198,0.251796,0.253524,0.251475,0.253205,0.251794,0.253232,0.251767,0.253773,0.251226,0.252961,0.252038,0.253436,0.251562,0.253385,0.251613,0.253165,0.251834,0.253134,0.251863,0.253388,0.251611,0.253663,0.251336,0.253612,0.251386,0.252929,0.252069,0.253388,0.25161,0.254069,0.250929,0.253184,0.251815,0.253845,0.251154,0.253236,0.251763,0.253557,0.251442,0.253576,0.251423,0.25396,0.251039,0.253822,0.251177,0.253176,0.251822,0.253361,0.251637,0.253601,0.251398,0.253459,0.25154,0.253324,0.251675,0.253195,0.251803,0.253606,0.251393,0.253193,0.251804,0.253516,0.251482,0.25271,0.252287,0.253173,0.251826,0.252579,0.25242,0.253716,0.251283,0.25356,0.251439,0.253496,0.251503,0.253486,0.251512,0.253026,0.251972,0.253789,0.251209,0.253848,0.25115,0.253179,0.251819,0.253227,0.251771,0.253245,0.251753,0.253067,0.251932,0.253271,0.251727,0.252981,0.252018,0.253396,0.251603,0.253252,0.25174,0.253798,0.251196,0.253813,0.251184,0.25376,0.251239,0.253284,0.251715,0.253736,0.251262,0.253591,0.251408,0.253644,0.251355,0.253904,0.251095,0.252738,0.252261,0.253753,0.251246,0.252937,0.252062,0.253504,0.251495,0.253571,0.251426,0.252829,0.252168,0.253654,0.251344,0.253225,0.251773,0.25324,0.251759,0.25361,0.251388
2.9e+06,0.253041,0.251958,0.253256,0.251743,0.25303,0.251968,0.253777,0.251222,0.253407,0.251592,0.253131,0.251868,0.253001,0.251998,0.253575,0.251424,0.253293,0.251704,0.253114,0.251883,0.253245,0.251753,0.253003,0.251996,0.253005,0.251993,0.253413,0.251585,0.25306,0.251938,0.253536,0.251461,0.253703,0.251296,0.253265,0.251733,0.253083,0.251916,0.253038,0.251959,0.253369,0.251629,0.253007,0.251992,0.253241,0.251757,0.253524,0.251474,0.253505,0.251493,0.253165,0.251834,0.253284,0.251715,0.253446,0.251551,0.253022,0.251975,0.252994,0.252005,0.252904,0.252095,0.252809,0.25219,0.252778,0.252221,0.253494,0.251505,0.253177,0.251822,0.253202,0.251796,0.253539,0.25146,0.252976,0.252023,0.253374,0.251625,0.252952,0.252047,0.252863,0.252136,0.25327,0.251729,0.252981,0.252017,0.253685,0.251314,0.253305,0.251694,0.252599,0.2524,0.252973,0.252024,0.253779,0.25122,0.253146,0.251853,0.253688,0.251311,0.253068,0.25193,0.253281,0.251718,0.25343,0.251568,0.253599,0.2514,0.253488,0.251511,0.252876,0.252122,0.253417,0.251582,0.253293,0.251706,0.253204,0.251794,0.253186,0.251813,0.252984,0.252014,0.253491,0.251508,0.253141,0.251857,0.253272,0.251724,0.252238,0.25276,0.253361,0.251638,0.252942,0.252057,0.253354,0.251644,0.253141,0.251858,0.253204,0.251794,0.253374,0.251625,0.252881,0.252117,0.253702,0.251297,0.25344,0.251559,0.252986,0.252013,0.25316,0.251839,0.253159,0.25184,0.252828,0.25217,0.25272,0.252279,0.252807,0.252192,0.253517,0.251482,0.252927,0.252072,0.253568,0.251431,0.253504,0.251495,0.253729,0.251268,0.253303,0.251696,0.25342,0.251578,0.253229,0.251768,0.25351,0.251489,0.253672,0.251327,0.25261,0.252387,0.25382,0.251178,0.253261,0.251738,0.253383,0.251616,0.253118,0.25188,0.253055,0.251944,0.253415,0.251584,0.253365,0.251633,0.252901,0.252097,0.25378,0.251219
3e+06,0.252941,0.252056,0.252896,0.252103,0.253089,0.251909,0.253612,0.251386,0.253018,0.251979,0.253003,0.251994,0.252773,0.252225,0.253609,0.25139,0.253084,0.251915,0.252834,0.252165,0.253111,0.251888,0.252839,0.25216,0.252906,0.252093,0.253291,0.251705,0.25262,0.252379,0.253442,0.251557,0.253444,0.251555,0.252981,0.252018,0.252847,0.252152,0.252975,0.252024,0.253124,0.251875,0.2529,0.252098,0.253264,0.251735,0.25306,0.251939,0.253098,0.251897,0.253039,0.25196,0.253026,0.251972,0.253465,0.251533,0.252819,0.252178,0.25294,0.252059,0.253053,0.251944,0.25263,0.252369,0.252811,0.252188,0.253603,0.251396,0.252787,0.25221,0.252576,0.252423,0.253352,0.251647,0.25277,0.252226,0.253313,0.251685,0.25264,0.252359,0.25284,0.252159,0.253259,0.25174,0.253094,0.251905,0.253377,0.251621,0.253088,0.251911,0.252521,0.252477,0.252604,0.252395,0.253298,0.251701,0.25293,0.252069,0.253328,0.251671,0.252846,0.252153,0.25322,0.251778,0.253505,0.251492,0.253527,0.251472,0.253317,0.251682,0.253044,0.251954,0.253157,0.25184,0.253219,0.25178,0.253238,0.251759,0.253232,0.251763,0.252758,0.252241,0.252969,0.252029,0.252729,0.25227,0.253306,0.251692,0.252333,0.252666,0.253147,0.251851,0.252903,0.252096,0.253317,0.251682,0.253147,0.251852,0.2532,0.251799,0.253402,0.251596,0.252828,0.252169,0.253437,0.251562,0.253301,0.251698,0.25288,0.252119,0.253032,0.251967,0.253082,0.251917,0.252842,0.252157,0.252532,0.252467,0.25263,0.252369,0.253438,0.251561,0.25273,0.252269,0.25332,0.251679,0.253452,0.251546,0.253175,0.251824,0.253091,0.251908,0.253053,0.251945,0.253058,0.251941,0.253506,0.251493,0.25358,0.251419,0.252585,0.252414,0.253492,0.251506,0.25305,0.251948,0.253008,0.251991,0.253097,0.251902,0.252565,0.252434,0.252881,0.252118,0.253133,0.251866,0.252713,0.252285,0.253372,0.251625
3.1e+06,0.252815,0.252184,0.252929,0.252069,0.253024,0.251973,0.253344,0.251655,0.252526,0.252472,0.253043,0.251955,0.252631,0.252368,0.253548,0.251449,0.252741,0.252256,0.252724,0.252275,0.252841,0.252157,0.252981,0.252018,0.253188,0.251809,0.253247,0.251752,0.252741,0.252258,0.253296,0.251703,0.253645,0.251353,0.252971,0.252028,0.253028,0.251971,0.252763,0.252234,0.252835,0.252164,0.25301,0.251989,0.252904,0.252095,0.252965,0.252034,0.253247,0.251752,0.252955,0.252044,0.253099,0.251899,0.253314,0.251684,0.252964,0.252035,0.252999,0.252,0.252801,0.252196,0.252666,0.252333,0.252549,0.25245,0.25338,0.251619,0.252342,0.252655,0.252522,0.252477,0.253278,0.251721,0.252662,0.252337,0.253079,0.251919,0.252556,0.252442,0.252793,0.252206,0.253053,0.251945,0.25305,0.251949,0.253348,0.251649,0.253227,0.251772,0.252258,0.252741,0.252273,0.252722,0.253293,0.251706,0.252744,0.252252,0.253007,0.251992,0.252931,0.252067,0.253108,0.25189,0.253354,0.251645,0.253593,0.251406,0.252618,0.252381,0.252729,0.25227,0.253048,0.251949,0.2531,0.251897,0.252928,0.25207,0.252809,0.25219,0.252897,0.252101,0.252903,0.252096,0.252609,0.252388,0.253311,0.251688,0.252303,0.252696,0.253428,0.25157,0.25266,0.252339,0.253007,0.251992,0.253088,0.251909,0.253058,0.251939,0.253216,0.251783,0.252781,0.252215,0.253153,0.251845,0.25348,0.251517,0.252498,0.2525,0.252872,0.252127,0.253096,0.251902,0.252576,0.252423,0.252182,0.252817,0.252543,0.252455,0.253343,0.251656,0.252756,0.252243,0.253231,0.251767,0.253407,0.251592,0.253023,0.251976,0.252911,0.252088,0.252938,0.252059,0.253178,0.251821,0.253084,0.251915,0.253019,0.25198,0.252724,0.252275,0.253197,0.251802,0.252818,0.252181,0.253378,0.251621,0.25296,0.252038,0.252211,0.252788,0.252973,0.252026,0.253002,0.251997,0.252793,0.252206,0.253246,0.251751
3.2e+06,0.252551,0.252448,0.252999,0.252,0.253089,0.25191,0.253033,0.251964,0.252606,0.252393,0.252995,0.252002,0.252632,0.252366,0.25334,0.251658,0.25264,0.252359,0.25251,0.252489,0.252663,0.252336,0.252716,0.252283,0.252949,0.25205,0.253239,0.251759,0.252645,0.252354,0.253189,0.251809,0.253218,0.251778,0.253113,0.251884,0.253146,0.25185,0.25263,0.252369,0.252829,0.252168,0.252751,0.252247,0.25256,0.252439,0.252804,0.252195,0.253103,0.251896,0.252597,0.252402,0.252899,0.2521,0.253639,0.25136,0.253075,0.251923,0.25326,0.251739,0.252999,0.251999,0.253003,0.251996,0.25272,0.252279,0.253341,0.251658,0.252404,0.252595,0.252723,0.252276,0.253027,0.251972,0.252549,0.252449,0.253382,0.251613,0.252359,0.252639,0.252916,0.252083,0.252912,0.252085,0.252888,0.25211,0.253134,0.251862,0.253214,0.251784,0.25243,0.252569,0.25252,0.252478,0.252975,0.252024,0.252968,0.25203,0.252935,0.252064,0.253008,0.25199,0.253291,0.251705,0.253208,0.251791,0.253417,0.251577,0.252787,0.252209,0.252656,0.252342,0.252829,0.25217,0.253256,0.251743,0.252646,0.252353,0.252759,0.252239,0.252823,0.252174,0.252675,0.252322,0.252239,0.252759,0.253139,0.25186,0.252174,0.252824,0.253397,0.251602,0.252689,0.252308,0.252976,0.252023,0.252917,0.252081,0.252999,0.252,0.253162,0.251837,0.252988,0.25201,0.253083,0.251916,0.253484,0.251515,0.252364,0.252632,0.25297,0.252029,0.253077,0.25192,0.252676,0.252323,0.25225,0.252749,0.252549,0.25245,0.253158,0.251841,0.252795,0.252204,0.253008,0.25199,0.253168,0.25183,0.253395,0.251603,0.252968,0.252031,0.252896,0.252102,0.253091,0.251905,0.252856,0.252142,0.252986,0.252013,0.252492,0.252504,0.253201,0.251797,0.252554,0.252445,0.253202,0.251797,0.253071,0.251928,0.252378,0.252619,0.253053,0.251945,0.252993,0.252006,0.252855,0.252143,0.253053,0.251946
3.3e+06,0.252455,0.252543,0.252696,0.252302,0.252904,0.252095,0.252934,0.252063,0.252406,0.252593,0.253114,0.251884,0.252509,0.25249,0.253315,0.251684,0.252776,0.252223,0.25229,0.252709,0.252646,0.252353,0.25254,0.252459,0.252776,0.252219,0.253282,0.251717,0.252598,0.252399,0.252839,0.25216,0.253158,0.251841,0.252699,0.2523,0.25305,0.251948,0.252586,0.252407,0.252525,0.252474,0.252483,0.252516,0.252635,0.252361,0.252575,0.252417,0.252755,0.252243,0.252831,0.252168,0.252798,0.252201,0.253722,0.251276,0.253161,0.251835,0.253019,0.251979,0.253024,0.251975,0.253034,0.251963,0.252714,0.252285,0.25297,0.252028,0.252297,0.252702,0.252556,0.252443,0.252732,0.252266,0.25299,0.252007,0.253246,0.251753,0.252212,0.252787,0.25265,0.252349,0.252878,0.252118,0.252725,0.252271,0.253054,0.251944,0.253302,0.251696,0.252712,0.252286,0.252338,0.252661,0.253278,0.251721,0.252732,0.252267,0.253028,0.25197,0.252809,0.252189,0.253056,0.251943,0.25303,0.251969,0.253107,0.251892,0.252622,0.252376,0.252604,0.252395,0.252967,0.252032,0.253213,0.251786,0.252665,0.252334,0.252636,0.252363,0.252795,0.252202,0.252613,0.252386,0.252133,0.252866,0.253193,0.251806,0.252307,0.252692,0.253168,0.25183,0.252276,0.252723,0.252703,0.252296,0.252558,0.25244,0.253178,0.25182,0.252806,0.252191,0.252838,0.252161,0.252887,0.252112,0.253645,0.251353,0.252781,0.252218,0.252907,0.252092,0.253129,0.251867,0.253035,0.251963,0.252543,0.252455,0.252762,0.252236,0.253154,0.251844,0.252852,0.252145,0.252603,0.252396,0.252954,0.252045,0.253683,0.251312,0.25303,0.251969,0.252985,0.25201,0.253157,0.251842,0.252892,0.252104,0.252866,0.252133,0.252376,0.252623,0.252875,0.252124,0.25266,0.252339,0.253417,0.251582,0.252811,0.252186,0.252574,0.252425,0.25292,0.252079,0.25306,0.251939,0.252856,0.252142,0.252981,0.252018
3.4e+06,0.252397,0.252602,0.252713,0.252286,0.252977,0.252022,0.252978,0.252019,0.252053,0.252941,0.252992,0.252006,0.252627,0.252371,0.252976,0.252022,0.252889,0.25211,0.252472,0.252527,0.25253,0.252468,0.25274,0.252259,0.25292,0.252079,0.25318,0.251819,0.25252,0.252479,0.252836,0.252163,0.252846,0.252153,0.252357,0.252642,0.252968,0.25203,0.252879,0.25212,0.252459,0.25254,0.252564,0.252435,0.252676,0.252322,0.252754,0.252243,0.252561,0.252438,0.252676,0.252322,0.252688,0.252311,0.25335,0.251648,0.253152,0.251847,0.252885,0.252114,0.252693,0.252305,0.253058,0.251941,0.252719,0.252276,0.252818,0.25218,0.252362,0.252637,0.252769,0.252227,0.252939,0.252058,0.253054,0.25194,0.25321,0.251789,0.252409,0.25259,0.252593,0.252404,0.252746,0.252253,0.252402,0.252595,0.252899,0.2521,0.253401,0.251598,0.252922,0.252075,0.252321,0.252678,0.253204,0.251795,0.252084,0.252915,0.252989,0.25201,0.252777,0.252222,0.252508,0.252491,0.252923,0.252076,0.253124,0.251874,0.252671,0.252328,0.252585,0.252411,0.253089,0.251908,0.253015,0.251981,0.252729,0.252269,0.252659,0.25234,0.252782,0.252217,0.25233,0.252669,0.251972,0.253025,0.25294,0.252059,0.252406,0.252592,0.253346,0.251653,0.251917,0.253081,0.252813,0.252185,0.252699,0.252299,0.253007,0.251991,0.252433,0.252566,0.252582,0.252417,0.252764,0.252235,0.253436,0.251563,0.252778,0.252221,0.252627,0.252371,0.252831,0.252166,0.253152,0.251847,0.252372,0.252626,0.252867,0.252131,0.253109,0.25189,0.252787,0.252211,0.25238,0.252619,0.253026,0.251973,0.253601,0.251398,0.252955,0.252043,0.253068,0.251929,0.253155,0.251843,0.252813,0.252185,0.252785,0.25221,0.252331,0.252668,0.252612,0.252386,0.252565,0.252434,0.253327,0.251672,0.252797,0.252202,0.252915,0.252081,0.252731,0.252268,0.252824,0.252172,0.252933,0.252066,0.252942,0.252057
3.5e+06,0.252223,0.252776,0.252667,0.252332,0.25296,0.252039,0.252931,0.252068,0.252039,0.252958,0.252881,0.252118,0.25265,0.252348,0.252978,0.252021,0.252998,0.252001,0.252418,0.252581,0.252586,0.252413,0.252736,0.252262,0.252932,0.252064,0.253009,0.251989,0.252596,0.252403,0.253088,0.251911,0.252642,0.252356,0.252494,0.252505,0.253196,0.251802,0.25279,0.252209,0.252201,0.252798,0.252417,0.25258,0.252832,0.252167,0.252604,0.252395,0.252512,0.252487,0.252423,0.252576,0.252401,0.252596,0.25317,0.251829,0.252958,0.252041,0.252866,0.252132,0.252526,0.252473,0.252846,0.252153,0.25296,0.252039,0.25294,0.252058,0.252482,0.252515,0.252737,0.25226,0.252455,0.252544,0.253361,0.251638,0.253248,0.251751,0.252343,0.252656,0.252363,0.252634,0.252583,0.252415,0.252672,0.252326,0.252795,0.252204,0.252925,0.252074,0.252876,0.252123,0.252611,0.252388,0.25334,0.251658,0.252458,0.252541,0.252805,0.252194,0.252434,0.252565,0.252491,0.252508,0.252585,0.252414,0.252766,0.25223,0.252386,0.252613,0.252747,0.252252,0.252991,0.252008,0.25286,0.252139,0.252535,0.252463,0.252747,0.252251,0.252592,0.252407,0.252099,0.2529,0.251939,0.25306,0.252636,0.252363,0.252191,0.252807,0.253239,0.251757,0.252188,0.252809,0.252755,0.252243,0.252564,0.252434,0.252856,0.252142,0.252307,0.252691,0.252351,0.252648,0.252918,0.252081,0.253404,0.251593,0.252587,0.252411,0.252659,0.25234,0.252385,0.252612,0.252946,0.252053,0.252366,0.252633,0.252732,0.252267,0.253066,0.251929,0.252924,0.252073,0.252519,0.252479,0.253102,0.251896,0.253264,0.251735,0.253007,0.251992,0.252776,0.252223,0.253034,0.251963,0.252781,0.252216,0.252729,0.252267,0.252406,0.252593,0.252735,0.252264,0.252586,0.252412,0.253372,0.251623,0.252913,0.252085,0.25261,0.252385,0.252875,0.252124,0.252857,0.252142,0.252728,0.25227,0.252946,0.252053
3.6e+06,0.252299,0.2527,0.25277,0.252229,0.252992,0.252007,0.252653,0.252344,0.252102,0.252894,0.252753,0.252246,0.252816,0.252182,0.253111,0.251888,0.253019,0.251978,0.252627,0.25237,0.252504,0.252493,0.252834,0.252165,0.252908,0.25209,0.25275,0.252249,0.25255,0.252449,0.253024,0.251975,0.252436,0.252562,0.252893,0.252103,0.252936,0.252063,0.252908,0.252087,0.252464,0.252535,0.25235,0.252649,0.252827,0.252166,0.252465,0.252534,0.252461,0.252536,0.252577,0.252422,0.252348,0.252651,0.252938,0.252061,0.252787,0.252212,0.25276,0.252238,0.252719,0.25228,0.252843,0.252155,0.252747,0.25225,0.252782,0.252216,0.252516,0.252483,0.252485,0.252514,0.252431,0.252566,0.253171,0.251828,0.25302,0.251978,0.252425,0.252573,0.252352,0.252647,0.252375,0.252624,0.252857,0.252141,0.25254,0.252459,0.252585,0.252414,0.252583,0.252416,0.252533,0.252466,0.253061,0.251937,0.252431,0.252568,0.252746,0.252253,0.25268,0.252317,0.252228,0.25277,0.252568,0.252429,0.253052,0.251945,0.252421,0.252578,0.252916,0.252083,0.252838,0.252161,0.252725,0.252274,0.252456,0.252543,0.252351,0.252648,0.252554,0.252445,0.251991,0.253007,0.25213,0.252869,0.252166,0.252828,0.252136,0.252863,0.252701,0.252298,0.251998,0.253001,0.252784,0.252212,0.252529,0.25247,0.252484,0.252515,0.25239,0.252605,0.252432,0.252564,0.253141,0.251858,0.253362,0.251635,0.252487,0.252512,0.252786,0.252211,0.252308,0.252691,0.253017,0.251978,0.252577,0.252421,0.252915,0.252084,0.253004,0.251994,0.252736,0.252263,0.252633,0.252366,0.252865,0.252134,0.253252,0.251746,0.252801,0.252198,0.252385,0.252614,0.253457,0.251542,0.252683,0.252316,0.25259,0.252409,0.252583,0.252416,0.252491,0.252507,0.252886,0.252112,0.253391,0.251608,0.252722,0.252277,0.252389,0.25261,0.252843,0.252154,0.252641,0.252356,0.252649,0.25235,0.252922,0.252077
3.7e+06,0.252418,0.25258,0.252689,0.25231,0.252869,0.25213,0.252639,0.25236,0.251928,0.25307,0.252552,0.252446,0.252692,0.252305,0.253043,0.251956,0.252772,0.252227,0.252948,0.252048,0.252312,0.252687,0.252847,0.252152,0.25293,0.252065,0.252613,0.252384,0.252652,0.252347,0.252891,0.252107,0.252608,0.25239,0.252824,0.252173,0.253364,0.251635,0.252613,0.252386,0.252265,0.252733,0.252285,0.252713,0.252554,0.252444,0.252184,0.252815,0.252218,0.252781,0.252556,0.252443,0.252535,0.252462,0.252744,0.252254,0.25242,0.252579,0.252742,0.252255,0.252645,0.252352,0.252747,0.252248,0.252567,0.252432,0.252825,0.252174,0.252544,0.252455,0.252755,0.252244,0.252486,0.252513,0.253549,0.251448,0.253214,0.251785,0.252273,0.252725,0.252244,0.252751,0.252694,0.252305,0.252814,0.252184,0.25245,0.252547,0.25251,0.252488,0.252707,0.252292,0.252525,0.252473,0.253169,0.251829,0.25248,0.252518,0.252838,0.25216,0.252791,0.252208,0.25223,0.252766,0.25254,0.252458,0.252865,0.252134,0.252545,0.252453,0.25249,0.252508,0.252639,0.252358,0.252516,0.252482,0.252271,0.252726,0.25243,0.252562,0.252666,0.252333,0.252042,0.252956,0.252346,0.252653,0.252219,0.25278,0.252403,0.252594,0.252764,0.252235,0.25151,0.253487,0.252648,0.252351,0.252683,0.252316,0.252677,0.252322,0.252294,0.252704,0.252412,0.252587,0.253142,0.251857,0.252917,0.252081,0.252681,0.252318,0.252917,0.252082,0.252429,0.25257,0.252721,0.252278,0.252599,0.2524,0.253117,0.251882,0.252961,0.252037,0.252723,0.252274,0.252554,0.252445,0.252712,0.252286,0.252845,0.252153,0.252708,0.252291,0.252506,0.252493,0.253471,0.251528,0.252659,0.25234,0.252353,0.252646,0.252681,0.252316,0.25266,0.252338,0.252651,0.252346,0.253483,0.251516,0.252512,0.252487,0.252646,0.252353,0.252839,0.25216,0.252992,0.252007,0.252649,0.25235,0.253187,0.251812
3.8e+06,0.252395,0.252603,0.253014,0.251984,0.252795,0.252204,0.252468,0.252531,0.251818,0.253181,0.252799,0.2522,0.252839,0.25216,0.252883,0.252116,0.252837,0.252162,0.253071,0.251926,0.251976,0.253023,0.252581,0.252418,0.253126,0.251872,0.252816,0.252183,0.252909,0.25209,0.252854,0.252144,0.25233,0.252669,0.252739,0.25226,0.2532,0.251797,0.252654,0.252345,0.252013,0.252986,0.252216,0.252782,0.252337,0.252657,0.252117,0.252882,0.252515,0.252484,0.252597,0.252401,0.252505,0.252494,0.252731,0.252268,0.251919,0.25308,0.252461,0.252537,0.252484,0.252514,0.252528,0.252471,0.252899,0.2521,0.252982,0.252017,0.252198,0.252801,0.25283,0.252167,0.252559,0.252437,0.253547,0.251451,0.253095,0.251899,0.252343,0.252655,0.252122,0.252876,0.252904,0.252094,0.252837,0.252158,0.252632,0.252367,0.252553,0.252443,0.25284,0.252157,0.252069,0.25293,0.253052,0.251945,0.252027,0.252972,0.252859,0.25214,0.252746,0.252252,0.252265,0.25273,0.252804,0.252195,0.253052,0.251947,0.252309,0.25269,0.252696,0.252303,0.252459,0.25254,0.252609,0.252389,0.252693,0.252305,0.252663,0.252336,0.252816,0.252182,0.252012,0.252986,0.252386,0.252612,0.252397,0.252602,0.252187,0.252811,0.25265,0.252349,0.251842,0.253157,0.252755,0.252244,0.252482,0.252515,0.252624,0.252374,0.252145,0.252854,0.25212,0.252879,0.253011,0.251987,0.252803,0.252194,0.252513,0.252482,0.253277,0.25172,0.25221,0.252788,0.252608,0.252391,0.252314,0.252684,0.252921,0.252078,0.252887,0.252112,0.25257,0.252429,0.252576,0.252423,0.252687,0.252312,0.25282,0.252176,0.252786,0.252211,0.252312,0.252687,0.253429,0.251569,0.252467,0.252532,0.252718,0.252281,0.25292,0.252079,0.252624,0.252375,0.252754,0.252243,0.253454,0.251545,0.252661,0.252338,0.252477,0.25252,0.252877,0.252122,0.252916,0.252083,0.252644,0.252355,0.253324,0.251675
